gene_id,12_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,17_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,18_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,24_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,30_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,32_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,32_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,33_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,37_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,37_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,3_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,3_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,43_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,43_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,44_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,46_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
Pcom.g08796,32,45,41,53,25,129,119,28,89,86,83,77,84,84,36,32
Pcom.g06987,0,2,0,0,1,0,0,3,1,0,1,4,1,0,0,0
Pcom.g55238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g55239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g55234,0,1,1,1,0,0,0,0,1,1,4,3,1,0,0,0
Pcom.g55235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g55236,0,65,1,37,1,0,0,23,4,3,69,68,165,165,0,2
Pcom.g55237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g55230,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0
Pcom.g55231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g55232,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0
Pcom.g55233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g17923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g17920,4,5,0,0,2,9,4,0,7,7,0,0,2,2,2,2
Pcom.g17921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g17926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g17927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g17924,2,4,1,0,0,0,0,0,13,14,0,0,0,0,2,0
Pcom.g17925,3,0,0,0,0,4,5,0,26,25,15,13,16,17,0,0
Pcom.g17928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g17929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g50552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g50553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g50550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g50551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g50556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g50557,2,1,1,1,1,0,2,1,4,1,2,2,1,0,0,1
Pcom.g50554,0,1,1,1,1,2,1,1,1,1,3,3,3,0,1,1
Pcom.g50555,0,1,2,1,1,0,0,0,1,1,4,2,2,2,1,1
Pcom.g33186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g50558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g50559,9,14,3,11,27,26,19,3,84,83,14,16,26,30,5,29
Pcom.g10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g33185,0,13,1,41,1,0,0,15,0,0,77,78,10,8,1,1
Pcom.g07686,0,0,3,2,1,0,0,0,0,0,4,4,2,2,1,0
Pcom.g07687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g07684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g07685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g07682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g07683,2,2,1,2,1,1,1,1,4,4,3,2,4,4,0,1
Pcom.g07680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g07681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g07688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g07689,27,35,10,20,20,58,57,8,61,61,31,29,47,46,16,14
Pcom.g40368,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1
Pcom.g33189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g11877,41,36,0,27,15,167,0,12,48,49,61,55,56,58,40,18
Pcom.g40360,10,8,0,14,0,0,0,8,15,17,0,0,24,23,9,0
Pcom.g40361,19,20,7,11,13,54,53,5,23,18,16,17,31,31,17,5
Pcom.g40362,4,1,0,0,0,5,5,1,2,2,2,2,0,0,1,0
Pcom.g02619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g40364,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Pcom.g40366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g10187,2,1,1,0,0,41,45,0,0,1,0,0,1,0,2,0
Pcom.g59464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g62580.Hypo,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1
Pcom.g31230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g30979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g13009,0,1,1,1,1,1,0,1,0,0,0,0,5,3,0,1
Pcom.g13008,1,1,1,1,1,0,0,1,2,3,2,1,6,6,1,1
Pcom.g49978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g49979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g13005,2,2,8,2,1,2,2,1,1,0,4,4,3,6,1,2
Pcom.g49977,0,3,1,1,0,0,0,0,0,0,1,4,4,4,0,0
Pcom.g13007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g13006,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
Pcom.g13001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g49973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g49970,2,7,4,3,5,5,5,4,13,11,15,19,17,15,3,3
Pcom.g13002,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Pcom.g45622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g45623,5,1,5,2,3,23,30,2,7,4,11,6,2,6,2,1
Pcom.g45620,0,0,2,0,3,0,0,0,11,11,0,0,0,0,0,4
Pcom.g45621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g45626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g45627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g45624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g45625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g45628,0,1,0,0,1,0,0,0,2,2,0,0,2,2,1,0
Pcom.g45629,0,1,3,0,2,0,0,0,2,2,2,3,0,0,0,1
Pcom.g67051,0,1,1,3,1,1,1,2,1,1,4,3,1,1,1,1
Pcom.g67050,1,1,1,1,1,0,0,1,2,1,2,1,1,1,1,0
Pcom.g67053,1,1,0,1,1,0,0,1,2,1,1,1,1,1,1,1
Pcom.g67052,1,2,1,2,0,0,0,1,2,2,2,3,2,1,1,1
Pcom.g67055,0,1,1,3,1,1,1,2,1,1,4,3,1,1,1,1
Pcom.g67054,0,1,1,1,1,1,1,1,2,2,1,1,0,1,0,0
Pcom.g67057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g67056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g67059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g67058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g54550,12,17,12,11,8,38,36,5,20,21,16,13,22,22,0,6
Pcom.g10189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g29454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g11879,54,51,19,42,26,107,115,14,37,38,66,67,68,52,29,24
Pcom.g28407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g55902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g55903,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Pcom.g55900,0,3,0,0,2,0,0,0,3,2,4,4,0,0,0,1
Pcom.g55901,1,12,0,0,0,3,0,0,7,0,0,0,23,23,0,4
Pcom.g55906,0,0,3,3,0,0,0,0,0,0,8,9,2,1,0,0
Pcom.g55907,4,0,4,1,12,4,4,0,33,33,0,0,0,0,5,13
Pcom.g55904,1,3,1,2,1,0,0,2,0,0,1,3,4,5,1,0
Pcom.g55905,1,3,1,4,1,0,0,2,0,0,5,4,1,0,1,1
Pcom.g55908,9,1,4,2,25,8,8,1,51,43,0,0,0,0,16,27
Pcom.g55909,13,2,2,0,16,17,16,1,42,36,7,7,0,0,15,13
Pcom.g10188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g69185,1,1,2,1,1,1,2,1,1,1,0,0,1,1,1,1
Pcom.g69184,1,1,1,0,2,0,2,1,1,2,1,2,2,0,1,1
Pcom.g48599,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0
Pcom.g48598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g69181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g69180,1,2,1,1,0,2,2,1,3,1,1,2,2,2,1,1
Pcom.g69183,4,4,3,3,2,25,26,1,10,10,8,13,17,25,7,2
Pcom.g69182,5,5,7,6,4,52,41,1,16,16,10,10,22,33,12,2
Pcom.g48593,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0
Pcom.g48592,0,1,1,2,1,1,1,2,1,1,9,7,3,2,1,1
Pcom.g48591,0,2,0,1,0,0,1,0,0,0,0,0,3,2,0,0
Pcom.g02782.Hypo,0,2,1,1,0,0,0,1,0,0,1,3,4,5,1,0
Pcom.g48597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g48596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g48595,0,0,3,3,7,7,3,0,18,0,0,0,0,4,4,5
Pcom.g48594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g68274,0,3,3,4,1,0,0,2,3,3,6,5,1,1,0,1
Pcom.g68275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g68276,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Pcom.g68277,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0
Pcom.g68270,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
Pcom.g68271,0,1,2,0,0,2,2,0,0,0,0,0,1,1,0,0
Pcom.g68272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g68273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g68278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g68279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g09824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71786,0,1,0,1,1,1,1,1,0,1,2,2,1,1,0,0
Pcom.g09826,2,3,0,1,0,0,0,0,0,5,0,0,0,0,2,0
Pcom.g09827,0,1,0,0,1,3,1,1,4,4,0,0,0,0,0,3
Pcom.g09820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g09821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g09822,0,2,0,1,2,2,0,1,2,2,0,0,0,0,0,0
Pcom.g09823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g52490,0,4,0,9,25,2,5,3,34,13,5,5,2,2,1,11
Pcom.g09828,0,1,1,1,2,0,0,1,4,4,0,0,5,5,0,0
Pcom.g09829,0,2,0,1,0,0,0,0,1,1,0,0,4,2,3,0
Pcom.g24577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g24576,7,3,1,2,2,27,21,1,2,1,3,4,0,1,12,1
Pcom.g24575,1,0,1,0,0,2,1,0,0,0,0,0,3,0,4,1
Pcom.g24574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g24572,0,3,0,1,1,0,0,2,2,0,1,1,2,2,0,1
Pcom.g24571,2,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0
Pcom.g24570,1,1,0,1,1,1,1,1,2,2,0,0,0,1,0,0
Pcom.g71782,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pcom.g32468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g24579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g24578,0,0,1,2,2,0,0,1,3,2,0,0,0,0,0,1
Pcom.g05962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g48629,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Pcom.g48628,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Pcom.g28404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g48625,1,1,3,1,2,2,1,1,5,5,2,2,0,0,2,3
Pcom.g48624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g48627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g48626,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pcom.g48621,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
Pcom.g48620,1,0,0,1,0,2,2,1,0,0,0,0,0,0,1,0
Pcom.g48623,0,0,2,1,1,0,0,1,2,0,10,10,0,0,0,2
Pcom.g48622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g44295,1,1,0,1,0,1,0,0,1,1,1,3,1,2,0,0
Pcom.g32802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g05969,6,3,20,9,5,11,19,3,19,21,14,11,2,2,6,6
Pcom.g28403,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Pcom.g05968,1,1,1,1,1,1,0,1,1,1,4,3,2,2,1,1
Pcom.g53330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g32460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g66485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g52305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g52304,23,13,4,7,10,143,160,2,31,33,8,13,52,57,24,11
Pcom.g52307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g32461,2,3,1,1,0,5,6,2,1,0,4,4,5,3,2,0
Pcom.g52300,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0
Pcom.g52303,114,191,129,79,61,478,484,29,195,183,84,90,434,407,116,42
Pcom.g52302,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0
Pcom.g13685,1,3,1,2,4,1,0,2,6,5,3,3,2,2,3,1
Pcom.g32466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g52309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g52308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g32467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g12839,1,4,0,2,2,7,10,2,0,0,5,6,2,2,0,2
Pcom.g12838,1,1,0,1,0,0,0,0,2,1,1,1,0,0,0,1
Pcom.g42104,19,23,15,22,13,54,53,8,42,40,47,49,44,51,17,13
Pcom.g12833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g12832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g12831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g12830,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Pcom.g12837,0,1,0,0,0,1,1,1,2,2,2,4,1,1,0,0
Pcom.g12836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g12835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g12834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g66098,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0
Pcom.g66099,9,15,15,16,6,0,4,9,8,11,26,26,32,35,0,6
Pcom.g66092,1,2,1,3,1,3,3,1,4,3,4,2,1,2,2,1
Pcom.g66093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g66090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g66091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g66096,0,3,1,1,1,0,0,1,1,1,1,1,0,1,1,0
Pcom.g66097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g66094,4,6,12,4,4,19,13,3,5,2,2,3,6,5,4,3
Pcom.g66095,3,11,11,15,14,7,5,6,13,13,25,18,13,12,8,9
Pcom.g07535,1,1,3,1,1,2,2,0,3,5,0,0,0,1,1,1
Pcom.g14369,0,53,3,63,42,0,546,35,151,150,132,137,85,89,118,42
Pcom.g14368,135,91,85,136,83,481,473,56,221,198,217,211,168,168,174,75
Pcom.g60809,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1
Pcom.g58719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g14365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g14364,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Pcom.g14367,1,1,1,1,1,3,3,1,2,3,8,4,4,9,1,0
Pcom.g14366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pcom.g14361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pcom.g14360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g60801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g14362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g41030,1,2,24,11,10,1,1,2,27,26,10,7,1,1,2,7
Pcom.g41036,2,3,52,1,4,5,3,1,7,6,2,1,3,4,1,6
Pcom.g55967.Hypo,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2
Pcom.g60928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g39130,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Pcom.g37078,0,0,1,1,1,2,3,0,4,3,3,5,1,0,1,1
Pcom.g37079,1,1,0,0,3,0,0,0,1,3,1,1,0,0,1,1
Pcom.g40779,0,0,0,35,34,0,0,20,96,86,65,65,0,0,0,22
Pcom.g03648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g37072,1,2,2,1,1,1,2,1,4,4,5,4,3,4,1,1
Pcom.g37073,0,1,3,1,0,0,0,1,1,0,0,0,2,1,0,1
Pcom.g37070,0,0,1,1,1,0,0,0,0,0,0,1,3,3,0,0
Pcom.g37071,0,2,0,0,2,1,0,0,0,0,0,0,2,1,1,1
Pcom.g37076,0,1,1,0,0,3,2,0,2,1,1,2,1,0,0,0
Pcom.g37077,0,2,1,1,0,0,0,0,3,3,5,4,2,2,1,2
Pcom.g37074,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Pcom.g37075,0,0,6,0,0,0,0,0,2,3,0,0,0,0,0,0
Pcom.g60929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g28890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g71601,14,1,2,1,4,5,42,2,23,22,0,0,2,1,21,6
Pcom.g28891,1,5,3,7,5,2,2,3,5,4,14,13,12,11,2,2
Pcom.g63624,0,1,1,2,1,1,1,2,1,1,7,5,3,5,1,1
Pcom.g40955,33,29,24,41,18,115,110,20,61,60,69,75,93,87,54,16
Pcom.g28892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g31849,5,10,3,14,6,14,13,4,15,14,14,14,30,29,5,4
Pcom.g28893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g03649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g28894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g28895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g28896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g63625,0,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0
Pcom.g11619.Hypo,0,1,1,3,1,1,1,1,2,2,7,6,1,3,0,3
Pcom.g40954,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Pcom.g28897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g09028,0,1,1,1,0,0,0,0,0,2,4,4,0,2,2,0
Pcom.g54624,1,0,2,2,1,0,0,1,1,1,2,2,0,1,2,1
Pcom.g54625,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
Pcom.g54626,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Pcom.g54627,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
Pcom.g54620,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
Pcom.g54621,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,4
Pcom.g54622,0,3,2,3,1,0,0,2,10,8,1,0,0,0,0,1
Pcom.g54623,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Pcom.g54628,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Pcom.g54629,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pcom.g72870,2,6,5,7,4,5,3,2,13,9,7,4,15,14,3,5
Pcom.g22625,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
Pcom.g22624,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
Pcom.g22627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pcom.g22626,0,0,1,1,0,0,0,0,2,2,4,4,0,0,2,1
Pcom.g22621,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Pcom.g22620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g22623,1,1,1,1,1,2,2,1,2,2,1,0,0,0,1,1
Pcom.g22622,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Pcom.g65541,1,2,1,1,2,0,0,0,1,0,1,0,3,2,0,1
Pcom.g65540,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Pcom.g65543,0,2,1,1,1,1,1,0,0,0,1,1,3,3,1,1
Pcom.g65542,1,1,1,0,0,0,0,1,0,0,3,0,2,0,1,1
Pcom.g22629,2,1,0,2,1,8,6,1,2,2,5,5,0,0,3,1
Pcom.g31843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g65547,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Pcom.g65546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g47623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g53168,1,2,5,3,3,3,5,2,14,12,0,0,1,1,3,3
Pcom.g53169,0,0,0,1,1,0,1,1,3,5,0,0,0,0,0,1
Pcom.g53166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g47624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g53164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g53165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g53162,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Pcom.g53163,13,14,6,20,14,11,13,8,26,28,22,21,27,26,6,11
Pcom.g53160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g47625,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Pcom.g47626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g27210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g47627,9,2,2,1,2,5,5,0,2,2,2,0,1,0,3,0
Pcom.g61040,1,1,2,5,1,1,1,3,2,2,5,4,2,2,1,1
Pcom.g61041,1,6,1,5,2,1,1,5,6,8,19,18,19,16,2,3
Pcom.g61042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g61043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g61044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g61045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g61046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g61047,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pcom.g61048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g61049,6,12,10,17,11,9,8,5,33,32,22,23,45,43,6,8
Pcom.g22067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g59218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g59219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g59212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g59213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g59210,67,7,40,170,27,11,15,78,5,8,14,10,1,2,47,25
Pcom.g59211,0,35,32,44,33,0,0,32,69,58,53,50,47,38,0,29
Pcom.g59216,0,3,5,4,2,0,0,4,6,3,6,5,8,8,0,2
Pcom.g59217,10,17,29,182,9,16,16,60,20,14,177,190,55,52,12,11
Pcom.g59214,312,123,134,1246,191,1457,1443,554,716,679,3087,3207,685,632,241,198
Pcom.g59215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g43828,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
Pcom.g55579,0,1,0,2,0,0,0,0,0,0,6,8,0,0,1,0
Pcom.g55578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g55573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g55572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcom.g55571,1,1,0,2,1,0,0,1,0,1,4,1,0,2,1,1
Pcom.g55570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
