Orthogroup	Acerv_assembly_v1.0.protein	GCF_002042975.1_ofav_dov_v1_protein	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep	plut2v1.1.proteins	Total
OG0014725	1	0	0	2	1	4
OG0014726	1	1	1	1	0	4
OG0014727	2	0	2	0	0	4
OG0014728	1	0	3	0	0	4
OG0014729	1	1	1	1	0	4
OG0014730	1	1	0	1	1	4
OG0014731	1	1	0	1	1	4
OG0014732	1	1	0	1	1	4
OG0014733	1	1	0	1	1	4
OG0014734	1	1	0	1	1	4
OG0014735	1	1	0	1	1	4
OG0014736	1	1	0	1	1	4
OG0014737	1	1	1	1	0	4
OG0014738	1	0	0	3	0	4
OG0014739	1	1	0	1	1	4
OG0014740	1	1	1	1	0	4
OG0014741	1	1	0	1	1	4
OG0014742	1	1	0	1	1	4
OG0014743	1	1	0	1	1	4
OG0014744	1	0	1	1	1	4
OG0014745	1	1	1	1	0	4
OG0014746	1	1	1	1	0	4
OG0014747	1	0	0	2	1	4
OG0014748	1	1	0	1	1	4
OG0014749	1	1	1	1	0	4
OG0014750	1	1	0	1	1	4
OG0014751	1	1	0	1	1	4
OG0014752	1	1	1	1	0	4
OG0014753	1	1	0	1	1	4
OG0014754	1	0	1	1	1	4
OG0014755	1	1	0	1	1	4
OG0014756	1	1	0	1	1	4
OG0014757	1	1	0	1	1	4
OG0014758	1	1	0	1	1	4
OG0014759	1	1	0	1	1	4
OG0014760	1	1	0	1	1	4
OG0014761	1	0	2	0	1	4
OG0014762	1	1	0	1	1	4
OG0014763	1	1	1	1	0	4
OG0014764	1	0	1	1	1	4
OG0014765	1	1	1	1	0	4
OG0014766	1	1	0	1	1	4
OG0014767	1	0	0	2	1	4
OG0014768	1	0	1	1	1	4
OG0014769	1	1	0	1	1	4
OG0014770	1	0	1	1	1	4
OG0014771	1	1	0	1	1	4
OG0014772	1	2	0	1	0	4
OG0014773	1	1	1	1	0	4
OG0014774	1	1	1	1	0	4
OG0014775	2	1	0	0	1	4
OG0014776	1	0	0	1	2	4
OG0014777	1	0	1	1	1	4
OG0014778	1	1	0	1	1	4
OG0014779	1	1	1	1	0	4
OG0014780	1	2	0	0	1	4
OG0014781	1	1	1	1	0	4
OG0014782	1	0	1	1	1	4
OG0014783	1	0	1	2	0	4
OG0014784	1	0	2	0	1	4
OG0014785	1	1	0	1	1	4
OG0014786	1	1	1	1	0	4
OG0014787	1	0	1	1	1	4
OG0014788	1	1	0	1	1	4
OG0014789	1	1	0	1	1	4
OG0014790	1	1	0	1	1	4
OG0014791	1	0	1	1	1	4
OG0014792	1	0	0	3	0	4
OG0014793	1	1	1	1	0	4
OG0014794	1	1	0	1	1	4
OG0014795	2	1	1	0	0	4
OG0014796	1	1	0	1	1	4
OG0014797	1	1	0	1	1	4
OG0014798	1	0	1	1	1	4
OG0014799	1	1	0	1	1	4
OG0014800	1	1	1	1	0	4
OG0014801	1	0	1	1	1	4
OG0014802	1	1	0	1	1	4
OG0014803	1	1	0	1	1	4
OG0014804	1	1	0	1	1	4
OG0014805	1	1	0	1	1	4
OG0014806	1	1	0	2	0	4
OG0014807	1	1	0	1	1	4
OG0014808	1	1	1	1	0	4
OG0014809	2	1	0	0	1	4
OG0014810	1	0	1	1	1	4
OG0014811	1	1	0	1	1	4
OG0014812	1	1	0	1	1	4
OG0014813	1	1	0	1	1	4
OG0014814	1	1	0	1	1	4
OG0014815	2	0	0	2	0	4
OG0014816	2	0	0	2	0	4
OG0014817	1	1	0	1	1	4
OG0014818	1	0	1	1	1	4
OG0014819	1	1	0	1	1	4
OG0014820	1	0	1	1	1	4
OG0014821	1	0	0	3	0	4
OG0014822	1	1	1	1	0	4
OG0014823	1	1	0	1	1	4
OG0014824	1	1	1	1	0	4
OG0014825	1	1	0	1	1	4
OG0014826	1	1	0	1	1	4
OG0014827	1	1	0	1	1	4
OG0014828	1	3	0	0	0	4
OG0014829	1	0	1	1	1	4
OG0014830	1	1	0	1	1	4
OG0014831	1	1	1	1	0	4
OG0014832	1	1	0	1	1	4
OG0014833	1	1	0	0	2	4
OG0014834	1	1	1	1	0	4
OG0014835	1	1	0	1	1	4
OG0014836	1	1	0	1	1	4
OG0014837	1	0	1	1	1	4
OG0014838	1	0	1	0	2	4
OG0014839	1	1	0	1	1	4
OG0014840	1	1	0	1	1	4
OG0014841	1	1	1	1	0	4
OG0014842	1	0	2	1	0	4
OG0014843	1	1	0	1	1	4
OG0014844	1	0	1	1	1	4
OG0014845	1	1	0	1	1	4
OG0014846	1	2	0	0	1	4
OG0014847	1	1	0	1	1	4
OG0014848	1	1	0	1	1	4
OG0014849	1	1	0	1	1	4
OG0014850	1	1	0	1	1	4
OG0014851	2	0	2	0	0	4
OG0014852	1	1	0	1	1	4
OG0014853	1	1	0	1	1	4
OG0014854	1	1	0	1	1	4
OG0014855	1	0	1	1	1	4
OG0014856	1	1	0	1	1	4
OG0014857	1	2	0	0	1	4
OG0014858	1	0	1	1	1	4
OG0014859	1	1	1	1	0	4
OG0014860	1	1	0	1	1	4
OG0014861	1	1	0	1	1	4
OG0014862	1	1	0	1	1	4
OG0014863	1	1	0	1	1	4
OG0014864	1	1	0	1	1	4
OG0014865	1	2	1	0	0	4
OG0014866	1	1	0	1	1	4
OG0014867	1	1	0	1	1	4
OG0014868	1	1	0	1	1	4
OG0014869	1	1	0	1	1	4
OG0014870	1	1	1	1	0	4
OG0014871	1	1	0	1	1	4
OG0014872	1	1	0	1	1	4
OG0014873	1	1	0	1	1	4
OG0014874	1	1	0	1	1	4
OG0014875	1	1	0	1	1	4
OG0014876	1	1	2	0	0	4
OG0014877	1	1	1	1	0	4
OG0014878	1	1	1	1	0	4
OG0014879	1	0	0	2	1	4
OG0014880	1	1	0	1	1	4
OG0014881	1	1	1	1	0	4
OG0014882	1	1	1	1	0	4
OG0014883	1	1	1	1	0	4
OG0014884	1	1	0	1	1	4
OG0014885	1	0	1	2	0	4
OG0014886	1	1	1	1	0	4
OG0014887	1	0	0	3	0	4
OG0014888	2	0	1	1	0	4
OG0014889	1	1	0	1	1	4
OG0014890	1	1	0	1	1	4
OG0014891	1	1	1	1	0	4
OG0014892	1	1	0	1	1	4
OG0014893	1	1	0	1	1	4
OG0014894	1	1	1	1	0	4
OG0014895	1	0	0	1	2	4
OG0014896	1	1	0	1	1	4
OG0014897	1	0	0	3	0	4
OG0014898	1	1	0	1	1	4
OG0014899	1	0	1	1	1	4
OG0014900	1	1	0	1	1	4
OG0014901	1	1	0	1	1	4
OG0014902	1	1	0	1	1	4
OG0014903	1	0	1	1	1	4
OG0014904	1	1	0	2	0	4
OG0014905	1	1	1	0	1	4
OG0014906	1	0	1	1	1	4
OG0014907	1	0	1	1	1	4
OG0014908	1	1	0	1	1	4
OG0014909	2	1	1	0	0	4
OG0014910	1	1	1	1	0	4
OG0014911	1	1	1	1	0	4
OG0014912	1	1	1	1	0	4
OG0014913	1	1	0	1	1	4
OG0014914	1	1	1	1	0	4
OG0014915	1	1	0	1	1	4
OG0014916	1	1	0	1	1	4
OG0014917	1	1	0	1	1	4
OG0014918	1	0	1	1	1	4
OG0014919	1	1	0	1	1	4
OG0014920	1	1	0	1	1	4
OG0014921	1	1	2	0	0	4
OG0014922	1	0	0	2	1	4
OG0014923	1	0	1	2	0	4
OG0014924	1	1	1	1	0	4
OG0014925	1	1	0	1	1	4
OG0014926	1	0	0	2	1	4
OG0014927	1	1	1	0	1	4
OG0014928	1	1	1	1	0	4
OG0014929	1	1	0	1	1	4
OG0014930	1	0	1	1	1	4
OG0014931	1	1	0	1	1	4
OG0014932	1	0	1	2	0	4
OG0014933	1	1	1	1	0	4
OG0014934	1	1	1	1	0	4
OG0014935	1	1	0	1	1	4
OG0014936	1	2	0	1	0	4
OG0014937	1	1	0	1	1	4
OG0014938	1	1	1	1	0	4
OG0014939	1	1	0	1	1	4
OG0014940	1	1	1	0	1	4
OG0014941	1	1	0	1	1	4
OG0014942	1	1	0	1	1	4
OG0014943	1	1	0	1	1	4
OG0014944	1	1	0	1	1	4
OG0014945	1	1	0	1	1	4
OG0014946	1	1	0	1	1	4
OG0014947	1	1	0	1	1	4
OG0014948	1	1	1	0	1	4
OG0014949	1	1	0	1	1	4
OG0014950	1	0	1	1	1	4
OG0014951	1	1	0	0	2	4
OG0014952	1	2	0	1	0	4
OG0014953	1	0	1	2	0	4
OG0014954	1	1	1	1	0	4
OG0014955	1	1	0	1	1	4
OG0014956	1	0	1	1	1	4
OG0014957	1	1	0	1	1	4
OG0014958	1	0	1	1	1	4
OG0014959	1	1	1	1	0	4
OG0014960	2	1	0	1	0	4
OG0014961	1	1	0	1	1	4
OG0014962	1	0	0	2	1	4
OG0014963	1	1	1	0	1	4
OG0014964	1	0	0	2	1	4
OG0014965	1	1	1	0	1	4
OG0014966	1	1	0	1	1	4
OG0014967	1	1	1	1	0	4
OG0014968	2	2	0	0	0	4
OG0014969	1	1	0	1	1	4
OG0014970	1	2	0	1	0	4
OG0014971	2	0	0	1	1	4
OG0014972	1	1	1	1	0	4
OG0014973	1	1	0	1	1	4
OG0014974	1	1	0	1	1	4
OG0014975	1	1	1	1	0	4
OG0014976	1	1	0	1	1	4
OG0014977	1	2	0	0	1	4
OG0014978	1	1	0	1	1	4
OG0014979	1	1	1	1	0	4
OG0014980	1	1	1	0	1	4
OG0014981	1	1	0	1	1	4
OG0014982	1	0	1	1	1	4
OG0014983	1	1	0	1	1	4
OG0014984	1	1	1	1	0	4
OG0014985	1	1	1	0	1	4
OG0014986	1	1	1	1	0	4
OG0014987	1	1	1	1	0	4
OG0014988	1	0	1	1	1	4
OG0014989	1	1	1	0	1	4
OG0014990	1	1	0	1	1	4
OG0014991	1	1	0	1	1	4
OG0014992	1	2	0	0	1	4
OG0014993	2	0	1	0	1	4
OG0014994	2	0	1	1	0	4
OG0014995	1	1	0	1	1	4
OG0014996	1	1	0	1	1	4
OG0014997	1	1	0	1	1	4
OG0014998	1	1	0	1	1	4
OG0014999	1	1	0	1	1	4
OG0015000	1	1	1	1	0	4
OG0015001	1	1	0	1	1	4
OG0015002	1	1	0	1	1	4
OG0015003	1	1	0	1	1	4
OG0015004	1	1	0	1	1	4
OG0015005	1	0	1	1	1	4
OG0015006	1	1	1	1	0	4
OG0015007	1	1	0	1	1	4
OG0015008	1	1	1	1	0	4
OG0015009	1	1	0	1	1	4
OG0015010	1	0	0	2	1	4
OG0015011	1	1	0	1	1	4
OG0015012	1	0	1	1	1	4
OG0015013	1	1	1	1	0	4
OG0015014	1	1	1	1	0	4
OG0015015	1	1	0	1	1	4
OG0015016	1	1	0	1	1	4
OG0015017	1	1	0	1	1	4
OG0015018	1	0	0	2	1	4
OG0015019	1	1	0	1	1	4
OG0015020	1	0	1	1	1	4
OG0015021	1	1	2	0	0	4
OG0015022	1	1	0	2	0	4
OG0015023	1	0	1	1	1	4
OG0015024	1	1	0	1	1	4
OG0015025	1	1	1	1	0	4
OG0015026	1	1	1	0	1	4
OG0015027	1	1	0	1	1	4
OG0015028	1	1	0	1	1	4
OG0015029	1	1	1	0	1	4
OG0015030	1	1	1	0	1	4
OG0015031	1	1	0	1	1	4
OG0015032	1	0	0	3	0	4
OG0015033	1	1	0	2	0	4
OG0015034	1	1	0	1	1	4
OG0015035	1	1	0	1	1	4
OG0015036	1	0	1	1	1	4
OG0015037	1	1	1	1	0	4
OG0015038	1	1	1	0	1	4
OG0015039	1	1	1	1	0	4
OG0015040	1	1	0	1	1	4
OG0015041	1	1	0	1	1	4
OG0015042	1	1	0	1	1	4
OG0015043	1	1	0	1	1	4
OG0015044	1	1	0	1	1	4
OG0015045	1	1	0	1	1	4
OG0015046	1	0	0	3	0	4
OG0015047	1	1	0	1	1	4
OG0015048	1	1	1	1	0	4
OG0015049	1	1	0	1	1	4
OG0015050	1	2	0	1	0	4
OG0015051	1	1	1	0	1	4
OG0015052	1	1	1	1	0	4
OG0015053	1	1	0	1	1	4
OG0015054	1	1	1	0	1	4
OG0015055	1	1	1	0	1	4
OG0015056	1	1	1	0	1	4
OG0015057	1	1	0	1	1	4
OG0015058	1	1	0	1	1	4
OG0015059	1	3	0	0	0	4
OG0015060	1	1	1	1	0	4
OG0015061	1	1	1	1	0	4
OG0015062	1	0	1	1	1	4
OG0015063	1	1	1	1	0	4
OG0015064	1	1	1	1	0	4
OG0015065	1	0	1	1	1	4
OG0015066	1	0	0	3	0	4
OG0015067	1	0	1	1	1	4
OG0015068	1	1	0	1	1	4
OG0015069	1	1	0	1	1	4
OG0015070	1	1	0	2	0	4
OG0015071	1	1	1	1	0	4
OG0015072	1	1	1	1	0	4
OG0015073	1	1	1	1	0	4
OG0015074	1	1	0	1	1	4
OG0015075	1	0	1	1	1	4
OG0015076	1	1	0	0	2	4
OG0015077	1	1	1	1	0	4
OG0015078	1	1	0	1	1	4
OG0015079	1	1	0	1	1	4
OG0015080	1	1	0	1	1	4
OG0015081	1	1	0	1	1	4
OG0015082	1	0	2	1	0	4
OG0015083	1	1	1	1	0	4
OG0015084	1	1	0	1	1	4
OG0015085	1	0	1	1	1	4
OG0015086	1	1	0	1	1	4
OG0015087	1	1	1	1	0	4
OG0015088	1	1	0	1	1	4
OG0015089	1	1	0	1	1	4
OG0015090	1	1	0	1	1	4
OG0015091	1	0	1	1	1	4
OG0015092	1	0	1	1	1	4
OG0015093	1	1	0	1	1	4
OG0015094	1	0	1	1	1	4
OG0015095	1	1	0	1	1	4
OG0015096	1	1	0	1	1	4
OG0015097	1	1	0	1	1	4
OG0015098	1	0	1	1	1	4
OG0015099	2	2	0	0	0	4
OG0015100	1	1	1	1	0	4
OG0015101	1	1	0	1	1	4
OG0015102	1	1	0	1	1	4
OG0015103	1	0	1	1	1	4
OG0015104	1	1	0	1	1	4
OG0015105	1	1	0	1	1	4
OG0015106	1	0	0	3	0	4
OG0015107	1	1	0	1	1	4
OG0015108	1	0	1	1	1	4
OG0015109	1	1	1	0	1	4
OG0015110	1	0	0	1	2	4
OG0015111	1	0	1	1	1	4
OG0015112	1	1	0	1	1	4
OG0015113	1	1	1	0	1	4
OG0015114	1	1	0	1	1	4
OG0015115	1	0	1	1	1	4
OG0015116	1	0	1	1	1	4
OG0015117	1	1	1	1	0	4
OG0015118	1	1	0	1	1	4
OG0015119	1	1	1	0	1	4
OG0015120	1	1	0	1	1	4
OG0015121	1	1	0	1	1	4
OG0015122	1	1	0	1	1	4
OG0015123	1	0	1	1	1	4
OG0015124	1	0	2	1	0	4
OG0015125	1	1	0	1	1	4
OG0015126	1	1	0	1	1	4
OG0015127	1	2	0	0	1	4
OG0015128	1	0	1	1	1	4
OG0015129	1	1	1	1	0	4
OG0015130	1	1	0	1	1	4
OG0015131	1	1	0	1	1	4
OG0015132	1	1	0	1	1	4
OG0015133	1	1	1	0	1	4
OG0015134	1	1	1	0	1	4
OG0015135	1	1	0	1	1	4
OG0015136	1	1	0	1	1	4
OG0015137	1	1	0	1	1	4
OG0015138	1	1	0	1	1	4
OG0015139	1	1	0	1	1	4
OG0015140	1	1	1	1	0	4
OG0015141	1	2	1	0	0	4
OG0015142	1	1	0	1	1	4
OG0015143	1	1	1	1	0	4
OG0015144	1	0	1	1	1	4
OG0015145	1	1	1	1	0	4
OG0015146	1	1	0	1	1	4
OG0015147	1	0	1	1	1	4
OG0015148	1	0	0	3	0	4
OG0015149	1	1	0	1	1	4
OG0015150	1	1	0	1	1	4
OG0015151	1	1	0	1	1	4
OG0015152	1	1	0	1	1	4
OG0015153	1	0	0	2	1	4
OG0015154	1	1	1	1	0	4
OG0015155	1	1	1	0	1	4
OG0015156	1	1	1	1	0	4
OG0015157	1	1	1	1	0	4
OG0015158	1	1	1	1	0	4
OG0015159	1	1	0	1	1	4
OG0015160	1	1	0	1	1	4
OG0015161	1	1	0	1	1	4
OG0015162	0	2	2	0	0	4
OG0015163	0	2	0	1	1	4
OG0015164	0	2	0	1	1	4
OG0015165	0	1	1	1	1	4
OG0015166	0	1	1	1	1	4
OG0015167	0	1	1	2	0	4
OG0015168	0	1	1	2	0	4
OG0015169	0	3	1	0	0	4
OG0015170	0	1	1	1	1	4
OG0015171	0	2	1	1	0	4
OG0015172	0	3	0	0	1	4
OG0015173	0	2	0	1	1	4
OG0015174	0	1	1	1	1	4
OG0015175	0	1	1	1	1	4
OG0015176	0	2	1	1	0	4
OG0015177	0	1	0	2	1	4
OG0015178	0	1	1	1	1	4
OG0015179	0	1	1	1	1	4
OG0015180	0	1	1	1	1	4
OG0015181	0	2	1	1	0	4
OG0015182	0	3	1	0	0	4
OG0015183	0	1	1	1	1	4
OG0015184	0	1	1	1	1	4
OG0015185	0	1	1	1	1	4
OG0015186	0	1	1	1	1	4
OG0015187	0	2	1	0	1	4
OG0015188	0	1	1	1	1	4
OG0015189	0	1	1	1	1	4
OG0015190	0	1	0	2	1	4
OG0015191	0	1	1	1	1	4
OG0015192	0	1	1	1	1	4
OG0015193	0	1	1	1	1	4
OG0015194	0	1	1	1	1	4
OG0015195	0	1	0	2	1	4
OG0015196	0	1	1	1	1	4
OG0015197	0	1	1	1	1	4
OG0015198	0	1	1	2	0	4
OG0015199	0	1	1	1	1	4
OG0015200	0	1	0	0	3	4
OG0015201	0	1	1	1	1	4
OG0015202	0	1	0	2	1	4
OG0015203	0	1	0	1	2	4
OG0015204	0	2	1	1	0	4
OG0015205	0	1	1	2	0	4
OG0015206	0	1	1	1	1	4
OG0015207	0	2	0	1	1	4
OG0015208	0	1	1	2	0	4
OG0015209	0	1	1	1	1	4
OG0015210	0	1	1	1	1	4
OG0015211	0	1	0	2	1	4
OG0015212	0	1	1	1	1	4
OG0015213	0	1	1	1	1	4
OG0015214	0	1	2	1	0	4
OG0015215	0	1	1	1	1	4
OG0015216	0	1	1	1	1	4
OG0015217	0	3	0	0	1	4
OG0015218	0	2	0	1	1	4
OG0015219	0	2	1	0	1	4
OG0015220	0	2	1	1	0	4
OG0015221	0	3	0	0	1	4
OG0015222	0	1	1	1	1	4
OG0015223	0	2	0	1	1	4
OG0015224	0	1	1	1	1	4
OG0015225	0	3	1	0	0	4
OG0015226	0	1	1	1	1	4
OG0015227	0	1	1	1	1	4
OG0015228	0	1	1	1	1	4
OG0015229	0	1	1	1	1	4
OG0015230	0	2	2	0	0	4
OG0015231	0	1	1	1	1	4
OG0015232	0	2	1	1	0	4
OG0015233	0	1	2	0	1	4
OG0015234	0	1	1	1	1	4
OG0015235	0	1	3	0	0	4
OG0015236	0	2	1	0	1	4
OG0015237	0	1	1	1	1	4
OG0015238	0	2	1	0	1	4
OG0015239	0	1	2	1	0	4
OG0015240	0	1	1	1	1	4
OG0015241	0	1	1	1	1	4
OG0015242	0	1	1	1	1	4
OG0015243	0	1	1	2	0	4
OG0015244	0	2	2	0	0	4
OG0015245	0	1	3	0	0	4
OG0015246	0	1	1	2	0	4
OG0015247	0	1	1	1	1	4
OG0015248	0	1	0	2	1	4
OG0015249	0	1	1	1	1	4
OG0015250	0	1	1	1	1	4
OG0015251	0	1	1	1	1	4
OG0015252	0	1	2	1	0	4
OG0015253	0	2	1	1	0	4
OG0015254	0	2	1	1	0	4
OG0015255	0	1	1	1	1	4
OG0015256	0	2	1	1	0	4
OG0015257	0	1	1	1	1	4
OG0015258	0	1	1	1	1	4
OG0015259	0	1	1	1	1	4
OG0015260	0	1	1	1	1	4
OG0015261	0	1	1	1	1	4
OG0015262	0	2	1	0	1	4
OG0015263	0	1	1	1	1	4
OG0015264	0	1	1	1	1	4
OG0015265	0	2	1	1	0	4
OG0015266	0	1	0	2	1	4
OG0015267	0	1	1	1	1	4
OG0015268	0	1	1	2	0	4
OG0015269	0	1	3	0	0	4
OG0015270	0	1	1	1	1	4
OG0015271	0	1	1	1	1	4
OG0015272	0	2	1	1	0	4
OG0015273	0	1	1	1	1	4
OG0015274	0	1	1	2	0	4
OG0015275	0	3	0	0	1	4
OG0015276	0	1	3	0	0	4
OG0015277	0	2	1	0	1	4
OG0015278	0	1	1	1	1	4
OG0015279	0	2	1	1	0	4
OG0015280	0	1	1	1	1	4
OG0015281	0	2	1	1	0	4
OG0015282	0	1	1	1	1	4
OG0015283	0	1	1	1	1	4
OG0015284	0	1	1	2	0	4
OG0015285	0	1	1	0	2	4
OG0015286	0	1	1	2	0	4
OG0015287	0	1	1	1	1	4
OG0015288	0	1	0	2	1	4
OG0015289	0	1	2	1	0	4
OG0015290	0	1	1	1	1	4
OG0015291	0	3	1	0	0	4
OG0015292	0	3	1	0	0	4
OG0015293	0	1	2	0	1	4
OG0015294	0	2	1	0	1	4
OG0015295	0	1	1	1	1	4
OG0015296	0	3	1	0	0	4
OG0015297	0	2	0	1	1	4
OG0015298	0	1	0	2	1	4
OG0015299	0	1	2	0	1	4
OG0015300	0	2	1	1	0	4
OG0015301	0	1	1	1	1	4
OG0015302	0	2	0	2	0	4
OG0015303	0	1	1	1	1	4
OG0015304	0	1	1	1	1	4
OG0015305	0	1	1	1	1	4
OG0015306	0	2	0	1	1	4
OG0015307	0	1	0	1	2	4
OG0015308	0	1	1	1	1	4
OG0015309	0	3	0	0	1	4
OG0015310	0	2	1	0	1	4
OG0015311	0	1	1	1	1	4
OG0015312	0	1	1	1	1	4
OG0015313	0	1	0	2	1	4
OG0015314	0	1	1	1	1	4
OG0015315	0	1	1	1	1	4
OG0015316	0	1	0	3	0	4
OG0015317	0	1	1	1	1	4
OG0015318	0	1	1	1	1	4
OG0015319	0	1	1	1	1	4
OG0015320	0	1	1	1	1	4
OG0015321	0	1	1	1	1	4
OG0015322	0	1	1	1	1	4
OG0015323	0	1	1	1	1	4
OG0015324	0	3	1	0	0	4
OG0015325	0	1	1	1	1	4
OG0015326	0	1	0	2	1	4
OG0015327	0	2	1	1	0	4
OG0015328	0	1	1	1	1	4
OG0015329	0	1	1	1	1	4
OG0015330	0	1	1	1	1	4
OG0015331	0	1	1	1	1	4
OG0015332	0	1	1	2	0	4
OG0015333	0	1	1	1	1	4
OG0015334	0	1	1	1	1	4
OG0015335	0	2	1	1	0	4
OG0015336	0	1	1	1	1	4
OG0015337	0	1	1	1	1	4
OG0015338	0	1	1	2	0	4
OG0015339	0	1	1	1	1	4
OG0015340	0	1	1	1	1	4
OG0015341	0	3	1	0	0	4
OG0015342	0	1	1	2	0	4
OG0015343	0	1	1	1	1	4
OG0015344	0	1	1	1	1	4
OG0015345	0	1	1	1	1	4
OG0015346	0	1	1	1	1	4
OG0015347	0	1	1	1	1	4
OG0015348	0	1	1	1	1	4
OG0015349	0	1	1	1	1	4
OG0015350	0	2	1	1	0	4
OG0015351	0	1	1	1	1	4
OG0015352	0	1	1	2	0	4
OG0015353	0	1	1	1	1	4
OG0015354	0	2	0	0	2	4
OG0015355	0	1	1	1	1	4
OG0015356	0	1	1	2	0	4
OG0015357	0	3	1	0	0	4
OG0015358	0	1	1	2	0	4
OG0015359	0	2	0	1	1	4
OG0015360	0	2	0	2	0	4
OG0015361	0	2	0	1	1	4
OG0015362	0	1	1	1	1	4
OG0015363	0	1	1	1	1	4
OG0015364	0	1	1	1	1	4
OG0015365	0	1	1	1	1	4
OG0015366	0	1	1	1	1	4
OG0015367	0	1	1	1	1	4
OG0015368	0	1	1	1	1	4
OG0015369	0	1	1	1	1	4
OG0015370	0	1	1	1	1	4
OG0015371	0	1	1	1	1	4
OG0015372	0	1	1	2	0	4
OG0015373	0	3	1	0	0	4
OG0015374	0	1	1	1	1	4
OG0015375	0	2	1	1	0	4
OG0015376	0	1	1	1	1	4
OG0015377	0	3	1	0	0	4
OG0015378	0	1	1	2	0	4
OG0015379	0	2	0	1	1	4
OG0015380	0	1	0	2	1	4
OG0015381	0	1	1	1	1	4
OG0015382	0	1	1	1	1	4
OG0015383	0	1	1	1	1	4
OG0015384	0	2	0	2	0	4
OG0015385	0	2	1	0	1	4
OG0015386	0	1	1	1	1	4
OG0015387	0	1	1	1	1	4
OG0015388	0	1	1	1	1	4
OG0015389	0	1	1	1	1	4
OG0015390	0	3	1	0	0	4
OG0015391	0	1	1	1	1	4
OG0015392	0	1	1	1	1	4
OG0015393	0	2	1	1	0	4
OG0015394	0	1	1	1	1	4
OG0015395	0	1	1	2	0	4
OG0015396	0	1	0	2	1	4
OG0015397	0	1	1	1	1	4
OG0015398	0	1	1	2	0	4
OG0015399	0	2	1	1	0	4
OG0015400	0	1	1	1	1	4
OG0015401	0	2	1	1	0	4
OG0015402	0	2	0	2	0	4
OG0015403	0	1	0	2	1	4
OG0015404	0	1	1	1	1	4
OG0015405	0	1	1	1	1	4
OG0015406	0	2	0	2	0	4
OG0015407	0	1	1	1	1	4
OG0015408	0	1	2	1	0	4
OG0015409	0	1	1	1	1	4
OG0015410	0	2	1	1	0	4
OG0015411	0	1	1	1	1	4
OG0015412	0	1	1	1	1	4
OG0015413	0	1	0	0	3	4
OG0015414	0	1	2	0	1	4
OG0015415	0	1	1	1	1	4
OG0015416	0	1	2	0	1	4
OG0015417	0	1	1	1	1	4
OG0015418	0	1	0	2	1	4
OG0015419	0	1	1	0	2	4
OG0015420	0	2	0	1	1	4
OG0015421	0	2	1	0	1	4
OG0015422	0	1	1	1	1	4
OG0015423	0	3	1	0	0	4
OG0015424	0	1	1	1	1	4
OG0015425	0	2	0	2	0	4
OG0015426	0	2	1	1	0	4
OG0015427	0	2	1	1	0	4
OG0015428	0	1	1	2	0	4
OG0015429	0	1	1	1	1	4
OG0015430	0	1	1	1	1	4
OG0015431	0	1	1	1	1	4
OG0015432	0	1	1	2	0	4
OG0015433	0	2	0	1	1	4
OG0015434	0	1	1	1	1	4
OG0015435	0	1	0	2	1	4
OG0015436	0	1	1	1	1	4
OG0015437	0	1	1	1	1	4
OG0015438	0	3	1	0	0	4
OG0015439	0	1	1	1	1	4
OG0015440	0	1	1	1	1	4
OG0015441	0	1	1	1	1	4
OG0015442	0	2	0	1	1	4
OG0015443	0	1	1	1	1	4
OG0015444	0	2	1	0	1	4
OG0015445	0	1	1	2	0	4
OG0015446	0	1	1	1	1	4
OG0015447	0	1	1	2	0	4
OG0015448	0	3	1	0	0	4
OG0015449	0	1	1	1	1	4
OG0015450	0	1	1	1	1	4
OG0015451	0	1	0	2	1	4
OG0015452	0	1	1	1	1	4
OG0015453	0	2	0	2	0	4
OG0015454	0	2	0	1	1	4
OG0015455	0	2	1	0	1	4
OG0015456	0	3	1	0	0	4
OG0015457	0	1	1	1	1	4
OG0015458	0	1	2	1	0	4
OG0015459	0	1	1	1	1	4
OG0015460	0	1	1	1	1	4
OG0015461	0	1	1	1	1	4
OG0015462	0	1	1	1	1	4
OG0015463	0	1	1	1	1	4
OG0015464	0	1	1	1	1	4
OG0015465	0	1	1	1	1	4
OG0015466	0	1	1	1	1	4
OG0015467	0	1	1	1	1	4
OG0015468	0	2	1	1	0	4
OG0015469	0	1	2	0	1	4
OG0015470	0	2	1	1	0	4
OG0015471	0	1	0	1	2	4
OG0015472	0	1	1	1	1	4
OG0015473	0	1	0	2	1	4
OG0015474	0	3	0	0	1	4
OG0015475	0	1	0	2	1	4
OG0015476	0	2	0	2	0	4
OG0015477	0	1	1	1	1	4
OG0015478	0	2	1	0	1	4
OG0015479	0	1	1	1	1	4
OG0015480	0	2	1	1	0	4
OG0015481	0	2	0	1	1	4
OG0015482	0	1	1	1	1	4
OG0015483	0	3	1	0	0	4
OG0015484	0	1	1	0	2	4
OG0015485	0	2	0	1	1	4
OG0015486	0	1	1	1	1	4
OG0015487	0	1	1	1	1	4
OG0015488	0	1	1	1	1	4
OG0015489	0	1	1	1	1	4
OG0015490	0	1	1	1	1	4
OG0015491	0	2	0	1	1	4
OG0015492	0	2	1	1	0	4
OG0015493	0	1	1	1	1	4
OG0015494	0	1	1	1	1	4
OG0015495	0	1	1	1	1	4
OG0015496	0	1	0	0	3	4
