gene_id,18_T33_Of_VLL.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,19_T33_Ac_WK.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,20_T12_Mc_PWC.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,21_T33_Mc_EOU.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,24_T12_Ac_FM.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,26_T12_Of_WCL.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,29_T23_Mc_PND.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,30_T23_Of_RPG.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,31_T22_Ac_UV.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,32_T22_Of_EVR.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,33_T43_Mc_RFV.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,34_T22_Mc_SVS.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,35_T43_Ac_MT.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,36_T43_Of_JJN.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,37_T13_Ac_ML.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,38_T23_Ac_IN.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,39_T13_Mc_FJE.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,40_T13_Of_GWS.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,47_T31_Ac_JB.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,48_T31_Of_JNO.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,49_T31_Mc_SWQ.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,50_T21_Of_YZB.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,51_T42_Of_UOF.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,52_T11_Ac_II.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,53_T21_Ac_NH.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,54_T42_Ac_JQ.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,55_T32_Mc_TWP.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,56_T42_Mc_JAW.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,57_T32_Ac_NM.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,58_T21_Mc_EAH.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,59_T11_Of_TQP.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,60_T32_Of_WXY.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,61_T11_Mc_RAP.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
Acerv_evm.TU.Segkk1304_pilon.10,0,172,0,0,0,0,0,0,121,0,0,0,186,0,97,67,0,0,73,0,0,0,0,86,72,200,0,0,49,0,0,0,0
Acerv_evm.TU.Segkk1304_pilon.14,1,65,0,0,1,2,1,1,33,0,1,0,63,1,33,9,1,1,6,0,0,0,1,19,66,32,0,0,13,0,0,0,1
Acerv_evm.TU.Segkk1304_pilon.19,0,175,0,0,0,0,0,0,105,0,0,0,186,0,95,97,0,0,58,0,0,0,0,57,76,193,0,0,57,0,0,0,0
Acerv_evm.TU.Segkk1513_pilon.19,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,3,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4315_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4315_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1803_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1803_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3845_pilon.24,0,15,0,0,0,0,0,0,21,0,0,0,53,0,11,16,0,0,4,0,0,0,0,78,28,20,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3756_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3756_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3756_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3756_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1948_pilon.1,0,27,0,0,0,0,0,0,22,0,0,0,38,0,16,26,0,0,20,0,0,0,0,11,15,40,0,0,9,0,0,0,0
Acerv_evm.TU.Segkk1948_pilon.2,0,21,0,0,0,0,0,0,27,0,0,0,35,0,18,25,0,0,18,0,0,0,0,11,15,37,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2680_pilon.3,0,12,2,1,0,1,0,1,3,0,1,0,23,0,2,2,1,0,0,0,1,1,1,2,2,6,1,1,2,1,0,0,1
Acerv_evm.TU.Segkk2680_pilon.1,0,10,0,0,1,0,0,0,1,0,1,0,12,0,1,2,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,1
Acerv_evm.TU.Segkk1513_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Acerv_evm.TU.Segkk1513_pilon.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1513_pilon.16,0,4,6,3,3,0,2,0,3,0,4,4,2,0,0,2,3,2,2,0,2,0,3,3,0,2,5,1,0,4,0,3,7
Acerv_evm.model.Segkk1611_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1235_pilon.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1611_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1611_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1611_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3999_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1611_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2122_pilon.1,0,338,0,0,0,0,0,0,290,0,0,0,550,0,227,240,0,0,135,0,0,0,0,217,153,394,0,0,130,0,0,0,0
Acerv_evm.model.Segkk1611_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1786_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3999_pilon.6,0,1006,0,0,0,0,0,0,682,0,0,0,1251,0,674,807,0,0,696,0,0,0,0,921,484,1244,0,0,427,0,0,0,0
Acerv_evm.TU.Segkk3047_pilon.15,0,40,0,0,0,0,0,0,44,0,0,0,78,0,39,48,0,0,43,0,0,0,0,41,17,85,0,0,20,0,0,0,0
Acerv_evm.TU.Segkk433_pilon.1,0,398,0,0,0,0,0,0,276,0,0,0,511,0,255,278,0,0,236,0,0,0,0,334,182,487,0,0,184,6,0,0,0
Acerv_evm.model.Segkk2550_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3330_pilon.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3330_pilon.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3330_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2060_pilon.19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0,0,0
Acerv_evm.TU.Segkk2060_pilon.18,1,13,1,0,1,1,0,0,3,0,1,0,9,1,9,2,1,0,3,0,1,0,1,7,8,10,1,1,8,1,1,0,0
Acerv_evm.TU.Segkk2060_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3330_pilon.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2550_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2060_pilon.12,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2060_pilon.11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2060_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3836_pilon.1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2054_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2502_pilon.2,0,17,0,0,0,0,0,0,18,0,0,0,27,0,17,20,0,0,17,0,0,0,0,20,10,24,0,0,21,0,0,0,0
Acerv_evm.model.Segkk2425_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2425_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3935_pilon.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1602_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1602_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3231_pilon.4,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,2,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2675_pilon.5,0,5,0,1,0,0,0,0,3,0,0,0,3,0,3,9,0,0,6,0,0,0,0,6,4,6,0,0,3,0,0,1,0
Acerv_evm.TU.Segkk2675_pilon.3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2675_pilon.2,0,7,0,0,0,0,0,0,4,0,0,0,7,0,1,2,0,0,0,0,0,0,0,1,3,4,0,0,1,0,0,0,0
Acerv_evm.TU.Segkk2675_pilon.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1782_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4048_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3413_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3413_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk389_pilon.28,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Acerv_evm.TU.Segkk950_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2552_pilon.1,0,45,0,0,0,0,0,0,34,0,0,0,55,0,40,57,0,0,39,0,0,0,0,35,26,78,0,0,22,0,0,0,0
Acerv_evm.TU.Segkk2078_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk950_pilon.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Acerv_evm.model.Segkk230_pilon.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2130_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2585_pilon.6,1,55,0,1,1,0,0,0,39,0,1,1,99,1,33,90,0,0,41,0,1,0,0,9,41,80,0,0,29,0,0,0,0
Acerv_evm.TU.Segkk2153_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2153_pilon.3,0,4,0,0,0,0,0,0,5,0,0,0,7,0,4,4,0,0,6,0,0,0,0,6,0,10,0,0,4,0,0,0,0
Acerv_evm.TU.Segkk3806_pilon.1,0,56,0,0,0,0,0,0,60,0,0,0,87,0,51,38,0,0,25,0,0,0,0,45,32,80,0,0,29,0,0,0,0
Acerv_evm.TU.Segkk3806_pilon.3,0,151,0,0,0,0,0,0,127,0,0,0,228,0,146,155,0,0,120,0,0,0,0,153,75,280,0,0,93,0,0,0,0
Acerv_evm.TU.Segkk2725_pilon.3,0,17,0,0,0,0,0,0,13,0,0,0,24,0,18,17,0,1,10,0,0,0,0,16,7,21,0,0,9,0,0,0,0
Acerv_evm.TU.Segkk2484_pilon.9,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2484_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2410_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1669_pilon.1,0,8,0,0,0,0,0,0,3,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,5,10,0,0,3,0,0,0,0
Acerv_evm.model.Segkk2410_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2484_pilon.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2484_pilon.4,0,10,0,0,0,0,0,0,6,0,0,0,0,0,12,5,0,0,6,0,0,0,0,21,5,12,0,0,6,0,0,0,0
Acerv_evm.TU.Segkk2502_pilon.4,0,14,6,0,6,0,9,0,18,0,0,0,20,0,17,13,0,0,12,0,0,0,0,17,16,25,0,0,0,0,0,0,10
Acerv_evm.TU.Segkk2484_pilon.6,0,184,0,0,0,0,0,0,83,0,0,0,149,0,86,99,0,0,63,0,0,0,0,50,41,124,0,0,50,0,0,0,0
Acerv_evm.TU.Segkk1666_pilon.19,5,209,10,10,9,9,7,4,133,7,18,8,221,11,149,163,8,8,105,8,4,8,6,167,97,235,10,13,91,12,14,4,9
Acerv_evm.TU.Segkk2725_pilon.5,0,335,0,0,0,0,0,0,137,0,0,0,321,0,90,69,0,0,73,0,0,0,0,90,107,307,0,0,80,0,0,0,0
Acerv_evm.TU.Segkk1666_pilon.11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1666_pilon.12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Acerv_evm.TU.Segkk1666_pilon.14,0,4,1,1,1,0,1,0,3,0,0,0,3,0,3,2,1,0,2,0,0,0,0,3,1,5,0,0,2,0,1,0,0
Acerv_evm.TU.Segkk1666_pilon.15,0,22,0,0,0,0,0,0,0,0,0,0,21,0,11,5,0,0,0,0,0,0,0,19,13,28,0,0,8,0,0,0,0
Acerv_evm.TU.Segkk1666_pilon.16,0,2,1,1,0,0,1,0,2,0,0,0,1,0,2,2,1,0,3,1,0,0,1,1,1,4,0,0,1,0,1,0,0
Acerv_evm.TU.Segkk1666_pilon.17,0,750,0,0,0,0,0,0,652,0,0,0,1258,0,346,577,0,0,313,0,0,0,0,142,368,947,0,0,167,0,0,0,0
Acerv_evm.TU.Segkk570_pilon.1,0,14,7,4,3,0,3,1,13,1,3,5,19,2,10,11,6,1,9,1,5,1,1,10,6,18,7,7,6,11,2,1,3
Acerv_evm.TU.Segkk570_pilon.2,1,23,2,3,1,1,2,1,13,1,5,2,19,1,15,16,2,1,18,1,3,1,1,19,7,16,3,2,9,4,2,1,3
Acerv_evm.TU.Segkk570_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4319_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4319_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1154_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1154_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1154_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1154_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1154_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3250_pilon.11,0,321,0,2,0,0,0,0,207,0,0,0,355,0,256,256,0,0,241,0,0,0,0,367,122,341,0,0,189,0,0,0,0
Acerv_evm.TU.Segkk3250_pilon.10,0,64,0,0,0,0,0,0,47,0,0,0,82,0,44,52,0,0,36,0,0,0,0,50,32,86,0,0,19,0,0,0,0
Acerv_evm.TU.Segkk3047_pilon.17,0,43,0,0,0,0,0,0,40,0,0,0,77,0,43,44,0,0,45,0,0,0,0,37,33,84,0,0,21,0,0,0,0
Acerv_evm.TU.Segkk1288_pilon.35,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1641_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1641_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1641_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1641_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1641_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3374_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4203_pilon.2,0,23,0,0,0,0,0,0,16,0,0,0,29,0,19,8,1,0,7,0,0,0,0,17,16,27,0,0,11,0,0,0,0
Acerv_evm.model.Segkk3374_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1952_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3374_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk740_pilon.12,0,134,0,0,3,0,0,0,98,0,0,0,160,0,60,78,0,0,66,0,1,0,0,60,75,175,0,0,49,0,0,0,0
Acerv_evm.model.Segkk341_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk341_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk469_pilon.68,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,2,1,0
Ala_145,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Acerv_evm.TU.Segkk3940_pilon.10,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Acerv_evm.model.Segkk1846_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2666_pilon.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4131_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2659_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2659_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3200_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4131_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1703_pilon.1,0,48,16,43,0,0,32,0,30,5,59,10,78,0,37,29,12,0,19,2,20,0,7,50,35,56,19,7,15,0,0,0,50
Acerv_evm.model.Segkk4131_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4131_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1470_pilon.1,360,1272,974,581,1138,1430,606,771,513,1125,955,609,1043,1008,741,1089,693,1307,919,1532,725,1134,1348,1059,455,959,1210,592,603,845,1322,1729,636
