Orthogroup	plut2v1.1.proteins	Mcavernosa.maker.proteins
OG0012124	plut2.m8.11339.m1	Mcavernosa10360-RA
OG0012125	jamg1.model.Sc0000141.35	Mcavernosa17014-RA
OG0012127	plut2.m8.32794.m1	Mcavernosa28003-RA
OG0012128	plut2.m8.32791.m1	Mcavernosa28002-RA
OG0012130	plut2.m8.19882.m1	Mcavernosa07233-RA
OG0012131	plut2.m8.2792.m1	Mcavernosa31731-RA
OG0012132	plut2.m8.2779.m1	Mcavernosa31722-RA
OG0012133	plut2.m8.2813.m1	Mcavernosa08940-RA
OG0012134	plut2.m8.2815.m1	Mcavernosa16022-RA
OG0012136	plut2.m8.2823.m1	Mcavernosa16025-RA
OG0012137	plut2.m8.12161.m1	Mcavernosa08923-RA
OG0012138	plut2.m8.12153.m1	Mcavernosa08926-RA
OG0012139	plut2.m8.2812.m1	Mcavernosa08934-RA
OG0012140	plut2.m8.2817.m1	Mcavernosa16019-RA
OG0012141	plut2.m8.2804.m1	Mcavernosa16036-RA
OG0012142	plut2.m8.7080.m1	Mcavernosa01365-RA
OG0012143	plut2.m8.8673.m1	Mcavernosa19861-RA
OG0012144	plut2.m8.8672.m1	Mcavernosa19862-RA
OG0012145	plut2.m8.4779.m1	Mcavernosa14063-RA
OG0012146	plut2.m8.2936.m1	Mcavernosa14068-RA
OG0012147	plut2.m8.18754.m1	Mcavernosa21584-RA
OG0012148	plut2.m8.28327.m1	Mcavernosa15527-RA
OG0012149	plut2.m8.18752.m1	Mcavernosa21580-RA
OG0012150	plut2.m8.18749.m1	Mcavernosa21581-RA
OG0012151	plut2.m8.18753.m1	Mcavernosa21590-RA
OG0012152	plut2.m8.18763.m1	Mcavernosa15539-RA
OG0012153	plut2.m8.23201.m1, plut2.m8.3982.m1	Mcavernosa19228-RA
OG0012154	plut2.m8.14333.m1	Mcavernosa15673-RA
OG0012156	plut2.m8.19401.m1	Mcavernosa30727-RA
OG0012157	plut2.m8.19398.m1	Mcavernosa30728-RA
OG0012158	plut2.m8.21613.m1	Mcavernosa17032-RA
OG0012159	plut2.m8.21621.m1	Mcavernosa17030-RA
OG0012160	plut2.m8.3511.m1	Mcavernosa09906-RA
OG0012161	plut2.m8.3508.m1	Mcavernosa09907-RA
OG0012162	plut2.m8.3505.m1	Mcavernosa09910-RA
OG0012163	plut2.m8.3497.m1	Mcavernosa09911-RA
OG0012164	plut2.m8.3499.m1	Mcavernosa09912-RA
OG0012165	plut2.m8.3501.m1	Mcavernosa09572-RA
OG0012166	plut2.m8.14308.m1	Mcavernosa07080-RA
OG0012167	plut2.m8.14316.m1	Mcavernosa07079-RA
OG0012168	plut2.m8.14312.m1	Mcavernosa07075-RA
OG0012170	plut2.m8.23220.m1	Mcavernosa02054-RA
OG0012172	plut2.m8.9609.m1	Mcavernosa05946-RA
OG0012174	plut2.m8.23782.m1	Mcavernosa22822-RA
OG0012175	plut2.m8.19729.m1	Mcavernosa34675-RA
OG0012176	plut2.m8.2836.m1	Mcavernosa12131-RA
OG0012177	plut2.m8.19728.m1	Mcavernosa23909-RA
OG0012178	plut2.m8.19735.m1	Mcavernosa23910-RA
OG0012179	jamg1.model.Sc0000209.34	Mcavernosa30253-RA
OG0012183	plut2.m8.32331.m1	Mcavernosa00187-RA
OG0012184	plut2.m8.32333.m1	Mcavernosa00190-RA
OG0012185	plut2.m8.4346.m1	Mcavernosa12302-RA
OG0012186	plut2.m8.4344.m1	Mcavernosa12303-RA
OG0012187	plut2.m8.12188.m1	Mcavernosa01066-RA
OG0012189	plut2.m8.3426.m1	Mcavernosa10904-RA
OG0012191	plut2.m8.3410.m1	Mcavernosa09933-RA
OG0012192	plut2.m8.3425.m1	Mcavernosa34456-RA
OG0012194	plut2.m8.3429.m1	Mcavernosa18813-RA
OG0012195	plut2.m8.6905.m1	Mcavernosa22707-RA
OG0012196	plut2.m8.6892.m1	Mcavernosa05002-RA
OG0012197	plut2.m8.6890.m1	Mcavernosa05007-RA
OG0012198	plut2.m8.6900.m1	Mcavernosa05014-RA
OG0012199	plut2.m8.6901.m1	Mcavernosa22710-RA
OG0012200	plut2.m8.8469.m1	Mcavernosa20292-RA
OG0012201	plut2.m8.8454.m1	Mcavernosa05781-RA
OG0012202	plut2.m8.8456.m1	Mcavernosa05782-RA
OG0012203	plut2.m8.12932.m1	Mcavernosa11192-RA
OG0012204	plut2.m8.14679.m1	Mcavernosa14811-RA
OG0012206	plut2.m8.14683.m1	Mcavernosa14810-RA
OG0012207	plut2.m8.12563.m1	Mcavernosa14833-RA
OG0012209	plut2.m8.6971.m1	Mcavernosa13758-RA
OG0012210	plut2.m8.1169.m1	Mcavernosa06084-RA
OG0012211	plut2.m8.30069.m1	Mcavernosa10514-RA
OG0012212	plut2.m8.3841.m1	Mcavernosa28755-RA
OG0012213	plut2.m8.30076.m1	Mcavernosa28768-RA
OG0012214	plut2.m8.20797.m1	Mcavernosa10836-RA
OG0012215	plut2.m8.30073.m1	Mcavernosa28762-RA, Mcavernosa28764-RA
OG0012216	plut2.m8.30077.m1	Mcavernosa10513-RA
OG0012217	plut2.m8.15294.m1	Mcavernosa21047-RA
OG0012218	plut2.m8.2471.m1	Mcavernosa17508-RA
OG0012219	plut2.m8.25438.m1	Mcavernosa19502-RA
OG0012220	plut2.m8.523.m1	Mcavernosa04139-RA
OG0012221	plut2.m8.529.m1	Mcavernosa04133-RA
OG0012222	plut2.m8.514.m1	Mcavernosa23655-RA
OG0012223	plut2.m8.3531.m1	Mcavernosa17949-RA
OG0012224	plut2.m8.3518.m1	Mcavernosa17947-RA
OG0012225	plut2.m8.526.m1	Mcavernosa04138-RA
OG0012226	plut2.m8.539.m1	Mcavernosa04124-RA
OG0012227	plut2.m8.538.m1	Mcavernosa04123-RA
OG0012228	plut2.m8.15237.m1	Mcavernosa02860-RA
OG0012230	plut2.m8.15238.m1	Mcavernosa02865-RA
OG0012231	plut2.m8.24092.m1	Mcavernosa15612-RA
OG0012232	plut2.m8.24084.m1	Mcavernosa15608-RA
OG0012233	plut2.m8.24090.m1	Mcavernosa15619-RA
OG0012234	plut2.m8.24082.m1	Mcavernosa15618-RA
OG0012235	plut2.m8.29633.m1	Mcavernosa01680-RA
OG0012236	plut2.m8.18452.m1	Mcavernosa01650-RA
OG0012238	plut2.m8.29628.m1	Mcavernosa01678-RA
OG0012240	plut2.m8.18337.m1	Mcavernosa06005-RA
OG0012242	plut2.m8.18332.m1	Mcavernosa06004-RA
OG0012243	plut2.m8.18329.m1	Mcavernosa06008-RA
OG0012244	plut2.m8.1258.m1	Mcavernosa16944-RA
OG0012245	plut2.m8.18334.m1	Mcavernosa06022-RA
OG0012246	plut2.m8.18326.m1	Mcavernosa06023-RA
OG0012247	plut2.m8.18338.m1	Mcavernosa19521-RA
OG0012248	plut2.m8.18330.m1	Mcavernosa19522-RA
OG0012249	plut2.m8.18336.m1	Mcavernosa06010-RA
OG0012250	plut2.m8.4289.m1	Mcavernosa08243-RA
OG0012252	plut2.m8.1137.m1	Mcavernosa23609-RA
OG0012253	plut2.m8.12467.m1	Mcavernosa23606-RA
OG0012254	plut2.m8.4285.m1	Mcavernosa08241-RA
OG0012255	plut2.m8.3202.m1	Mcavernosa05113-RA
OG0012256	plut2.m8.19678.m1	Mcavernosa17351-RA
OG0012258	plut2.m8.32337.m1	Mcavernosa15175-RA
OG0012259	plut2.m8.32335.m1	Mcavernosa15167-RA
OG0012260	plut2.m8.32336.m1	Mcavernosa15178-RA
OG0012262	plut2.m8.3538.m1	Mcavernosa31984-RA
OG0012263	plut2.m8.19747.m1	Mcavernosa21573-RA
OG0012264	plut2.m8.4840.m1	Mcavernosa25974-RA
OG0012265	plut2.m8.19759.m1	Mcavernosa25982-RA
OG0012266	plut2.m8.32341.m1	Mcavernosa15176-RA
OG0012267	plut2.m8.32334.m1	Mcavernosa15173-RA
OG0012268	plut2.m8.19663.m1	Mcavernosa17357-RA
OG0012271	plut2.m8.32529.m1	Mcavernosa15180-RA
OG0012272	plut2.m8.32527.m1	Mcavernosa15186-RA
OG0012273	plut2.m8.32539.m1	Mcavernosa21553-RA
OG0012275	plut2.m8.15195.m1	Mcavernosa24054-RA, Mcavernosa33414-RA
OG0012277	plut2.m8.15187.m1	Mcavernosa32298-RA
OG0012279	plut2.m8.15190.m1	Mcavernosa32303-RA
OG0012280	plut2.m8.24559.m1	Mcavernosa31839-RA
OG0012281	plut2.m8.24566.m1	Mcavernosa31831-RA
OG0012282	plut2.m8.24403.m1	Mcavernosa33024-RA
OG0012283	plut2.m8.24401.m1	Mcavernosa06878-RA
OG0012284	plut2.m8.24518.m1	Mcavernosa06170-RA
OG0012286	plut2.m8.9517.m1	Mcavernosa30980-RA
OG0012287	jamg1.model.Sc0000109.26	Mcavernosa11251-RA
OG0012288	plut2.m8.23110.m1	Mcavernosa30956-RA
OG0012289	plut2.m8.27825.m1	Mcavernosa30961-RA
OG0012290	plut2.m8.9520.m1	Mcavernosa25954-RA
OG0012291	plut2.m8.9526.m1	Mcavernosa30947-RA
OG0012293	plut2.m8.8908.m1	Mcavernosa14621-RA
OG0012294	plut2.m8.11258.m1	Mcavernosa06067-RA
OG0012295	plut2.m8.26472.m1	Mcavernosa11775-RA
OG0012297	plut2.m8.17469.m1	Mcavernosa03363-RA
OG0012298	plut2.m8.14968.m1	Mcavernosa17341-RA, Mcavernosa03393-RA
OG0012299	plut2.m8.14039.m1	Mcavernosa03351-RA
OG0012300	plut2.m8.33001.m1	Mcavernosa03390-RA
OG0012301	plut2.m8.33006.m1	Mcavernosa03389-RA
OG0012303	plut2.m8.17474.m1	Mcavernosa03382-RA
OG0012304	plut2.m8.3063.m1	Mcavernosa11541-RA
OG0012305	plut2.m8.3066.m1	Mcavernosa11546-RA
OG0012307	plut2.m8.21006.m1	Mcavernosa15464-RA
OG0012308	plut2.m8.28468.m1	Mcavernosa05844-RA
OG0012309	plut2.m8.7647.m1	Mcavernosa31226-RA
OG0012310	plut2.m8.3535.m1	Mcavernosa08262-RA
OG0012311	plut2.m8.7048.m1	Mcavernosa24160-RA
OG0012312	plut2.m8.7049.m1	Mcavernosa24163-RA
OG0012313	plut2.m8.7056.m1	Mcavernosa21000-RA
OG0012315	plut2.m8.7037.m1	Mcavernosa24155-RA
OG0012316	plut2.m8.7044.m1	Mcavernosa24154-RA
OG0012317	plut2.m8.20691.m1	Mcavernosa32609-RA
OG0012318	plut2.m8.14862.m1	Mcavernosa01531-RA
OG0012319	plut2.m8.14883.m1	Mcavernosa01520-RA
OG0012320	plut2.m8.9255.m1	Mcavernosa17245-RA
OG0012322	plut2.m8.14881.m1	Mcavernosa01518-RA
OG0012323	plut2.m8.9248.m1	Mcavernosa17246-RA
OG0012324	plut2.m8.9252.m1	Mcavernosa17244-RA
OG0012325	plut2.m8.14757.m1	Mcavernosa18780-RA
OG0012326	plut2.m8.29611.m1	Mcavernosa19675-RA
OG0012327	plut2.m8.29644.m1	Mcavernosa12431-RA
OG0012328	plut2.m8.29922.m1	Mcavernosa12432-RA
OG0012329	plut2.m8.3169.m1	Mcavernosa25835-RA
OG0012330	plut2.m8.3168.m1	Mcavernosa25837-RA
OG0012331	plut2.m8.3172.m1	Mcavernosa25839-RA
OG0012332	plut2.m8.3173.m1	Mcavernosa25585-RA
OG0012333	plut2.m8.3167.m1	Mcavernosa25584-RA
OG0012334	plut2.m8.8142.m1	Mcavernosa19689-RA
OG0012335	plut2.m8.8144.m1	Mcavernosa26071-RA
OG0012336	plut2.m8.13096.m1	Mcavernosa27010-RA
OG0012337	plut2.m8.3290.m1	Mcavernosa24625-RA
OG0012338	plut2.m8.3288.m1	Mcavernosa24624-RA
OG0012339	plut2.m8.3295.m1	Mcavernosa24626-RA
OG0012340	jamg1.model.Sc0000553.9	Mcavernosa17923-RA
OG0012341	plut2.m8.5107.m1	Mcavernosa24557-RA
OG0012342	plut2.m8.11786.m1	Mcavernosa15263-RA
OG0012343	plut2.m8.26583.m1	Mcavernosa15258-RA
OG0012344	plut2.m8.26934.m1	Mcavernosa03562-RA
OG0012345	plut2.m8.26937.m1	Mcavernosa26223-RA
OG0012346	plut2.m8.6881.m1	Mcavernosa05073-RA
OG0012347	plut2.m8.5851.m1	Mcavernosa24069-RA
OG0012348	plut2.m8.5853.m1	Mcavernosa24070-RA
OG0012349	plut2.m8.12548.m1	Mcavernosa12785-RA
OG0012351	jamg1.model.Sc0000017.125	Mcavernosa07591-RA
OG0012352	plut2.m8.32970.m1	Mcavernosa26874-RA
OG0012354	plut2.m8.13082.m1	Mcavernosa07364-RA
OG0012355	plut2.m8.13081.m1	Mcavernosa07361-RA
OG0012356	plut2.m8.13433.m1	Mcavernosa03159-RA
OG0012357	plut2.m8.13436.m1	Mcavernosa25941-RA
OG0012358	plut2.m8.13406.m1	Mcavernosa26316-RA
OG0012359	plut2.m8.11045.m1	Mcavernosa13490-RA
OG0012360	plut2.m8.11044.m1	Mcavernosa13489-RA
OG0012361	plut2.m8.5049.m1	Mcavernosa10118-RA
OG0012362	plut2.m8.5034.m1	Mcavernosa10102-RA
OG0012363	plut2.m8.29102.m1	Mcavernosa22104-RA
OG0012364	plut2.m8.26778.m1	Mcavernosa00265-RA
OG0012365	jamg1.model.Sc0000014.79	Mcavernosa15289-RA
OG0012366	plut2.m8.1895.m1	Mcavernosa15290-RA
OG0012367	plut2.m8.24836.m1	Mcavernosa17312-RA
OG0012368	plut2.m8.24848.m1	Mcavernosa17308-RA
OG0012369	plut2.m8.257.m1	Mcavernosa24851-RA
OG0012371	plut2.m8.4647.m1	Mcavernosa11662-RA
OG0012372	plut2.m8.31056.m1	Mcavernosa21650-RA
OG0012374	plut2.m8.17038.m1	Mcavernosa29571-RA
OG0012375	plut2.m8.17040.m1	Mcavernosa27715-RA
OG0012376	plut2.m8.2881.m1	Mcavernosa22225-RA
OG0012377	plut2.m8.17028.m1	Mcavernosa16150-RA
OG0012378	plut2.m8.15667.m1	Mcavernosa23963-RA
OG0012379	plut2.m8.15671.m1	Mcavernosa06418-RA
OG0012380	plut2.m8.21781.m1	Mcavernosa04639-RA
OG0012381	plut2.m8.9238.m1	Mcavernosa32383-RA
OG0012382	plut2.m8.16318.m1	Mcavernosa32000-RA
OG0012383	plut2.m8.16310.m1	Mcavernosa31157-RA
OG0012388	plut2.m8.23251.m1	Mcavernosa05382-RA
OG0012389	plut2.m8.22161.m1	Mcavernosa31156-RA
OG0012391	plut2.m8.33608.m1, plut2.m8.21717.m1	Mcavernosa31149-RA
OG0012392	plut2.m8.21716.m1	Mcavernosa31150-RA
OG0012393	plut2.m8.21718.m1	Mcavernosa31151-RA
OG0012394	plut2.m8.11950.m1	Mcavernosa02173-RA
OG0012395	plut2.m8.11952.m1	Mcavernosa02177-RA
OG0012396	plut2.m8.79.m1	Mcavernosa28811-RA
OG0012398	plut2.m8.25312.m1	Mcavernosa18909-RA
OG0012399	plut2.m8.21710.m1	Mcavernosa23009-RA
OG0012401	plut2.m8.4101.m1	Mcavernosa06123-RA
OG0012402	plut2.m8.15124.m1	Mcavernosa06932-RA
OG0012403	plut2.m8.15117.m1	Mcavernosa06933-RA
OG0012404	plut2.m8.15122.m1	Mcavernosa06929-RA
OG0012405	plut2.m8.15120.m1	Mcavernosa06930-RA
OG0012406	plut2.m8.15118.m1	Mcavernosa06931-RA
OG0012407	plut2.m8.15123.m1	Mcavernosa06927-RA
OG0012408	jamg1.model.Sc0000063.69	Mcavernosa14375-RA
OG0012409	plut2.m8.10873.m1	Mcavernosa05638-RA
OG0012410	plut2.m8.21354.m1	Mcavernosa07502-RA
OG0012411	plut2.m8.21356.m1	Mcavernosa07501-RA
OG0012412	plut2.m8.10871.m1	Mcavernosa05633-RA
OG0012413	plut2.m8.10877.m1	Mcavernosa05634-RA
OG0012415	plut2.m8.28391.m1	Mcavernosa10822-RA
OG0012417	plut2.m8.5542.m1	Mcavernosa20688-RA
OG0012418	plut2.m8.5607.m1	Mcavernosa20690-RA
OG0012420	plut2.m8.5552.m1	Mcavernosa20682-RA
OG0012422	plut2.m8.21526.m1	Mcavernosa28426-RA
OG0012425	plut2.m8.2569.m1	Mcavernosa08746-RA
OG0012426	plut2.m8.2550.m1	Mcavernosa08763-RA
OG0012427	plut2.m8.2549.m1	Mcavernosa08760-RA
OG0012428	plut2.m8.2552.m1	Mcavernosa08762-RA
OG0012429	plut2.m8.27607.m1	Mcavernosa02359-RA
OG0012430	plut2.m8.27619.m1	Mcavernosa02360-RA
OG0012431	plut2.m8.3524.m1	Mcavernosa08260-RA
OG0012432	plut2.m8.15898.m1	Mcavernosa26482-RA
OG0012433	plut2.m8.15887.m1	Mcavernosa26480-RA
OG0012434	plut2.m8.15880.m1	Mcavernosa26481-RA
OG0012435	plut2.m8.17691.m1	Mcavernosa07505-RA
OG0012436	plut2.m8.17690.m1	Mcavernosa07508-RA
OG0012438	plut2.m8.13185.m1	Mcavernosa21709-RA
OG0012439	plut2.m8.13184.m1	Mcavernosa21710-RA
OG0012440	plut2.m8.13192.m1	Mcavernosa26595-RA
OG0012441	plut2.m8.31954.m1	Mcavernosa21703-RA
OG0012442	plut2.m8.13191.m1	Mcavernosa21704-RA
OG0012443	plut2.m8.13183.m1	Mcavernosa21707-RA
OG0012444	plut2.m8.13195.m1	Mcavernosa07849-RA
OG0012447	plut2.m8.3206.m1	Mcavernosa05105-RA
OG0012448	plut2.m8.3212.m1	Mcavernosa10035-RA
OG0012449	plut2.m8.20690.m1	Mcavernosa30322-RA
OG0012450	plut2.m8.5133.m1	Mcavernosa08050-RA
OG0012451	plut2.m8.26482.m1, plut2.m8.26481.m1	Mcavernosa24457-RA
OG0012453	plut2.m8.26509.m1	Mcavernosa14331-RA
OG0012455	plut2.m8.21611.m1	Mcavernosa29948-RA
OG0012456	plut2.m8.11222.m1	Mcavernosa06838-RA
OG0012457	plut2.m8.19173.m1	Mcavernosa10263-RA
OG0012458	plut2.m8.26939.m1	Mcavernosa26219-RA
OG0012460	plut2.m8.9501.m1	Mcavernosa10922-RA
OG0012462	plut2.m8.9502.m1	Mcavernosa10917-RA
OG0012463	plut2.m8.9500.m1	Mcavernosa10920-RA
OG0012464	plut2.m8.11629.m1	Mcavernosa29620-RA
OG0012465	plut2.m8.2125.m1	Mcavernosa13051-RA
OG0012466	plut2.m8.2124.m1	Mcavernosa13044-RA
OG0012467	plut2.m8.5388.m1	Mcavernosa12574-RA
OG0012469	plut2.m8.5391.m1	Mcavernosa15414-RA
OG0012471	plut2.m8.5412.m1	Mcavernosa15418-RA
OG0012472	plut2.m8.32808.m1	Mcavernosa13671-RA
OG0012473	jamg1.model.xpSc0007099.2	Mcavernosa13664-RA
OG0012474	plut2.m8.32807.m1	Mcavernosa13665-RA
OG0012476	plut2.m8.32806.m1	Mcavernosa13670-RA
OG0012477	plut2.m8.7197.m1	Mcavernosa13662-RA
OG0012478	plut2.m8.7182.m1	Mcavernosa33741-RA
OG0012479	plut2.m8.7193.m1	Mcavernosa13663-RA
OG0012480	plut2.m8.8402.m1	Mcavernosa03854-RA
OG0012481	plut2.m8.17400.m1	Mcavernosa03823-RA
OG0012482	plut2.m8.8407.m1	Mcavernosa03857-RA
OG0012483	plut2.m8.8401.m1	Mcavernosa03860-RA
OG0012485	plut2.m8.17394.m1	Mcavernosa03829-RA
OG0012486	plut2.m8.19548.m1	Mcavernosa01999-RA
OG0012487	plut2.m8.19547.m1	Mcavernosa01996-RA
OG0012488	jamg1.model.Sc0000341.25	Mcavernosa01995-RA
OG0012489	plut2.m8.19554.m1	Mcavernosa01994-RA
OG0012490	plut2.m8.3376.m1	Mcavernosa09946-RA
OG0012491	plut2.m8.3375.m1	Mcavernosa26050-RA
OG0012492	plut2.m8.5299.m1	Mcavernosa02557-RA
OG0012493	plut2.m8.5295.m1	Mcavernosa02558-RA
OG0012494	plut2.m8.28374.m1	Mcavernosa02580-RA
OG0012495	jamg1.model.Sc0000048.103	Mcavernosa02574-RA
OG0012496	plut2.m8.570.m1	Mcavernosa29055-RA
OG0012497	plut2.m8.19776.m1	Mcavernosa19342-RA
OG0012498	plut2.m8.20011.m1	Mcavernosa19350-RA
OG0012499	plut2.m8.20015.m1	Mcavernosa19351-RA
OG0012500	plut2.m8.26875.m1	Mcavernosa29115-RA
OG0012501	plut2.m8.20192.m1	Mcavernosa03798-RA
OG0012502	plut2.m8.20195.m1	Mcavernosa32107-RA
OG0012503	plut2.m8.8995.m1	Mcavernosa05330-RA
OG0012504	plut2.m8.8990.m1	Mcavernosa05333-RA
OG0012505	jamg1.model.xfSc0000016.34	Mcavernosa05332-RA
OG0012506	plut2.m8.2145.m1	Mcavernosa23588-RA
OG0012507	plut2.m8.2144.m1	Mcavernosa29077-RA
OG0012508	plut2.m8.559.m1	Mcavernosa27544-RA
OG0012509	plut2.m8.19163.m1	Mcavernosa04455-RA
OG0012510	plut2.m8.9376.m1	Mcavernosa19643-RA
OG0012511	plut2.m8.12648.m1	Mcavernosa28581-RA
OG0012513	plut2.m8.8109.m1	Mcavernosa19401-RA
OG0012514	jamg1.model.xfSc0000482.3	Mcavernosa19416-RA
OG0012516	plut2.m8.30847.m1	Mcavernosa21610-RA
OG0012518	plut2.m8.11465.m1	Mcavernosa06507-RA
OG0012519	plut2.m8.8562.m1	Mcavernosa10765-RA
OG0012521	plut2.m8.11464.m1	Mcavernosa06506-RA
OG0012522	plut2.m8.11474.m1	Mcavernosa06509-RA
OG0012523	plut2.m8.11468.m1	Mcavernosa06510-RA
OG0012524	plut2.m8.11473.m1	Mcavernosa06513-RA
OG0012525	plut2.m8.11467.m1	Mcavernosa06511-RA
OG0012526	plut2.m8.11455.m1	Mcavernosa06500-RA
OG0012527	plut2.m8.9634.m1	Mcavernosa05921-RA
OG0012528	plut2.m8.9633.m1	Mcavernosa05922-RA
OG0012529	jamg1.model.Sc0000111.51	Mcavernosa05926-RA
OG0012530	plut2.m8.9631.m1	Mcavernosa05918-RA
OG0012531	plut2.m8.9627.m1	Mcavernosa05920-RA
OG0012533	plut2.m8.16975.m1	Mcavernosa21129-RA
OG0012534	plut2.m8.32772.m1	Mcavernosa31288-RA
OG0012535	plut2.m8.10040.m1	Mcavernosa11277-RA
OG0012536	plut2.m8.10047.m1	Mcavernosa11288-RA
OG0012537	plut2.m8.10043.m1	Mcavernosa11285-RA
OG0012538	plut2.m8.10048.m1	Mcavernosa11284-RA
OG0012539	plut2.m8.23037.m1	Mcavernosa00200-RA
OG0012542	plut2.m8.986.m1	Mcavernosa16117-RA
OG0012543	plut2.m8.983.m1	Mcavernosa27121-RA
OG0012544	plut2.m8.989.m1	Mcavernosa27116-RA
OG0012545	plut2.m8.984.m1	Mcavernosa27122-RA
OG0012546	plut2.m8.23134.m1	Mcavernosa11087-RA
OG0012547	plut2.m8.29323.m1	Mcavernosa11094-RA
OG0012548	plut2.m8.29324.m1	Mcavernosa05755-RA
OG0012549	jamg1.model.Sc0000445.20	Mcavernosa02446-RA
OG0012550	plut2.m8.21964.m1	Mcavernosa02443-RA
OG0012551	plut2.m8.21968.m1	Mcavernosa02444-RA
OG0012552	plut2.m8.21971.m1	Mcavernosa02442-RA
OG0012553	jamg1.model.Sc0000509.6	Mcavernosa11083-RA
OG0012555	plut2.m8.29327.m1	Mcavernosa05757-RA
OG0012556	plut2.m8.17216.m1	Mcavernosa18417-RA
OG0012557	plut2.m8.17771.m1	Mcavernosa07274-RA
OG0012558	plut2.m8.6221.m1	Mcavernosa05698-RA
OG0012560	plut2.m8.20725.m1	Mcavernosa05690-RA
OG0012561	plut2.m8.20726.m1	Mcavernosa05688-RA
OG0012562	plut2.m8.24148.m1	Mcavernosa07788-RA
OG0012563	plut2.m8.2943.m1	Mcavernosa07789-RA
OG0012564	plut2.m8.24157.m1	Mcavernosa06463-RA
OG0012565	plut2.m8.24150.m1	Mcavernosa06464-RA
OG0012566	plut2.m8.7092.m1	Mcavernosa01375-RA
OG0012567	plut2.m8.7940.m1, plut2.m8.15165.m1	Mcavernosa35225-RA, Mcavernosa22403-RA
OG0012568	plut2.m8.35.m1	Mcavernosa09114-RA
OG0012569	plut2.m8.36.m1	Mcavernosa09116-RA
OG0012570	plut2.m8.32.m1	Mcavernosa09115-RA
OG0012571	plut2.m8.30.m1	Mcavernosa09123-RA
OG0012572	plut2.m8.10754.m1	Mcavernosa12418-RA
OG0012573	plut2.m8.47.m1	Mcavernosa01392-RA
OG0012574	plut2.m8.3565.m1	Mcavernosa01881-RA
OG0012575	plut2.m8.15442.m1	Mcavernosa24114-RA
OG0012576	plut2.m8.15448.m1	Mcavernosa24115-RA
OG0012577	plut2.m8.16993.m1	Mcavernosa11348-RA
OG0012578	plut2.m8.11909.m1	Mcavernosa02206-RA
OG0012579	plut2.m8.11921.m1	Mcavernosa02200-RA
OG0012580	plut2.m8.973.m1	Mcavernosa29901-RA
OG0012581	plut2.m8.5251.m1	Mcavernosa29566-RA
OG0012582	plut2.m8.4722.m1	Mcavernosa31745-RA
OG0012585	plut2.m8.12318.m1	Mcavernosa19209-RA
OG0012586	plut2.m8.23654.m1	Mcavernosa10556-RA
OG0012590	plut2.m8.9741.m1	Mcavernosa02802-RA
OG0012591	plut2.m8.32277.m1	Mcavernosa22429-RA
OG0012592	plut2.m8.18232.m1	Mcavernosa14030-RA
OG0012593	plut2.m8.32279.m1	Mcavernosa10911-RA
OG0012594	plut2.m8.12756.m1	Mcavernosa00160-RA
OG0012595	plut2.m8.3625.m1	Mcavernosa18548-RA
OG0012596	plut2.m8.3634.m1	Mcavernosa18547-RA
OG0012597	plut2.m8.17845.m1	Mcavernosa09694-RA
OG0012598	plut2.m8.17841.m1	Mcavernosa25217-RA
OG0012600	plut2.m8.17835.m1	Mcavernosa25221-RA
OG0012601	plut2.m8.19650.m1	Mcavernosa27239-RA
OG0012602	plut2.m8.25289.m1	Mcavernosa22249-RA
OG0012603	plut2.m8.6270.m1	Mcavernosa22247-RA
OG0012604	plut2.m8.6269.m1	Mcavernosa22241-RA
OG0012605	plut2.m8.6261.m1	Mcavernosa27237-RA
OG0012606	plut2.m8.19658.m1	Mcavernosa27238-RA
OG0012607	plut2.m8.6254.m1	Mcavernosa18054-RA
OG0012608	plut2.m8.6252.m1	Mcavernosa22256-RA
OG0012609	plut2.m8.6256.m1	Mcavernosa22257-RA
OG0012610	plut2.m8.6258.m1	Mcavernosa29269-RA
OG0012614	plut2.m8.17889.m1	Mcavernosa08358-RA
OG0012615	plut2.m8.17885.m1	Mcavernosa08349-RA
OG0012618	plut2.m8.19080.m1	Mcavernosa11448-RA
OG0012620	plut2.m8.1843.m1	Mcavernosa19282-RA
OG0012621	plut2.m8.1844.m1	Mcavernosa19273-RA
OG0012623	plut2.m8.21623.m1	Mcavernosa00043-RA
OG0012624	plut2.m8.12883.m1	Mcavernosa15370-RA
OG0012625	plut2.m8.22974.m1	Mcavernosa06353-RA
OG0012626	plut2.m8.22972.m1	Mcavernosa35013-RA
OG0012627	plut2.m8.10558.m1	Mcavernosa13626-RA
OG0012628	plut2.m8.8320.m1	Mcavernosa14340-RA
OG0012629	plut2.m8.596.m1	Mcavernosa20554-RA
OG0012630	plut2.m8.8161.m1	Mcavernosa19690-RA
OG0012631	plut2.m8.4045.m1	Mcavernosa17282-RA
OG0012633	plut2.m8.4046.m1	Mcavernosa14301-RA
OG0012634	plut2.m8.4047.m1	Mcavernosa14300-RA
OG0012635	plut2.m8.4038.m1	Mcavernosa17278-RA
OG0012636	plut2.m8.1858.m1	Mcavernosa04061-RA
OG0012637	plut2.m8.1850.m1	Mcavernosa04041-RA
OG0012638	plut2.m8.1852.m1	Mcavernosa04043-RA
OG0012639	plut2.m8.1855.m1	Mcavernosa04062-RA
OG0012641	plut2.m8.4067.m1	Mcavernosa04026-RA
