Orthogroup	Acerv_assembly_v1.0.protein	Montipora_capitata_HIv2.genes.pep
OG0000011	Acerv_evm.model.Segkk3209_pilon.5, Acerv_evm.model.Segkk3209_pilon.9, Acerv_evm.model.Segkk3209_pilon.4, Acerv_evm.model.Segkk3209_pilon.7, Acerv_evm.model.Segkk3209_pilon.8, Acerv_evm.model.Segkk3209_pilon.20	Montipora_capitata_PredGene_g37871.t1, Montipora_capitata_PredGene_g44447.t1, Montipora_capitata_PredGene_g44446.t1, Montipora_capitata_PredGene_g34856.t1, Montipora_capitata_PredGene_g18631.t1, Montipora_capitata_PredGene_g44441.t1, Montipora_capitata_PredGene_g44445.t1, Montipora_capitata_PredGene_adi2mcaRNA39286_R6.t1, Montipora_capitata_PredGene_g19875.t1, Montipora_capitata_PredGene_g19873.t1, Montipora_capitata_PredGene_g44443.t1, Montipora_capitata_PredGene_g34858.t1, Montipora_capitata_PredGene_g11123.t1, Montipora_capitata_PredGene_g19872.t1, Montipora_capitata_PredGene_g11136.t1, Montipora_capitata_PredGene_g11125.t1, Montipora_capitata_PredGene_g34868.t1
OG0000011	Acerv_evm.model.Segkk3643_pilon.8	Montipora_capitata_PredGene_g68219.t1, Montipora_capitata_PredGene_g42627.t1, Montipora_capitata_PredGene_g42624.t1, Montipora_capitata_PredGene_g12188.t1, Montipora_capitata_PredGene_g68211.t1, Montipora_capitata_PredGene_g68231.t1
OG0000011	Acerv_evm.model.Segkk2649_pilon.3	Montipora_capitata_PredGene_adi2mcaRNA25680_R0.t1
OG0000012	Acerv_evm.model.Segkk771_pilon.2, Acerv_evm.model.Segkk3057_pilon.2, Acerv_evm.model.Segkk4201_pilon.21, Acerv_evm.model.Segkk3057_pilon.1, Acerv_evm.model.Segkk1334_pilon.13, Acerv_evm.model.Segkk1302_pilon.9, Acerv_evm.model.Segkk1193_pilon.8, Acerv_evm.model.Segkk1099_pilon.5, Acerv_evm.model.Segkk3057_pilon.3, Acerv_evm.model.Segkk1334_pilon.12	Montipora_capitata_PredGene_g21913.t1
OG0000012	Acerv_evm.model.Segkk2697_pilon.2, Acerv_evm.model.Segkk1729_pilon.7, Acerv_evm.model.Segkk1571_pilon.3, Acerv_evm.model.Segkk771_pilon.3, Acerv_evm.model.Segkk4201_pilon.22, Acerv_evm.model.Segkk1302_pilon.5, Acerv_evm.model.Segkk4077_pilon.3, Acerv_evm.model.Segkk20_pilon.44, Acerv_evm.model.Segkk1193_pilon.7, Acerv_evm.model.Segkk1099_pilon.4, Acerv_evm.model.Segkk1334_pilon.11, Acerv_evm.model.Segkk4077_pilon.4, Acerv_evm.model.Segkk1302_pilon.4, Acerv_evm.model.Segkk771_pilon.4, Acerv_evm.model.Segkk1711_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA31072_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA31072_R4.t1
OG0000013	Acerv_evm.model.Segkk524_pilon.50, Acerv_evm.model.Segkk1343_pilon.3, Acerv_evm.model.Segkk1576_pilon.3, Acerv_evm.model.Segkk1600_pilon.12	Montipora_capitata_PredGene_g54723.t1
OG0000013	Acerv_evm.model.Segkk1600_pilon.13, Acerv_evm.model.Segkk876_pilon.5, Acerv_evm.model.Segkk524_pilon.51, Acerv_evm.model.Segkk876_pilon.4, Acerv_evm.model.Segkk1343_pilon.2, Acerv_evm.model.Segkk1576_pilon.2, Acerv_evm.model.Segkk2760_pilon.4, Acerv_evm.model.Segkk3226_pilon.2, Acerv_evm.model.Segkk1576_pilon.6, Acerv_evm.model.Segkk2846_pilon.10	Montipora_capitata_PredGene_g42280.t1, Montipora_capitata_PredGene_g1020.t1, Montipora_capitata_PredGene_g19904.t1
OG0000014	Acerv_evm.model.Segkk2112_pilon.1	Montipora_capitata_PredGene_g28413.t1, Montipora_capitata_PredGene_g39618.t1, Montipora_capitata_PredGene_g11529.t1
OG0000014	Acerv_evm.model.Segkk2540_pilon.2	Montipora_capitata_PredGene_g21627.t1, Montipora_capitata_PredGene_g3059.t1
OG0000014	Acerv_evm.model.Segkk1346_pilon.5	Montipora_capitata_PredGene_adi2mcaRNA33372_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA33372_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA33372_R1.t1
OG0000014	Acerv_evm.model.Segkk1063_pilon.2, Acerv_evm.model.Segkk3386_pilon.25, Acerv_evm.model.Segkk1309_pilon.11, Acerv_evm.model.Segkk3386_pilon.20	Montipora_capitata_PredGene_g67199.t1
OG0000014	Acerv_evm.model.Segkk476_pilon.12	Montipora_capitata_PredGene_adi2mcaRNA40649_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA40649_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA40649_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA40649_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA40649_R5.t1
OG0000014	Acerv_evm.model.Segkk3431_pilon.3, Acerv_evm.model.Segkk3976_pilon.30, Acerv_evm.model.Segkk4193_pilon.26, Acerv_evm.model.Segkk4132_pilon.3, Acerv_evm.model.Segkk2582_pilon.6, Acerv_evm.model.Segkk1425_pilon.2, Acerv_evm.model.Segkk506_pilon.1	Montipora_capitata_PredGene_g37087.t1, Montipora_capitata_PredGene_g63357.t1, Montipora_capitata_PredGene_g56689.t1, Montipora_capitata_PredGene_g39325.t1, Montipora_capitata_PredGene_g39303.t1, Montipora_capitata_PredGene_g2715.t1
OG0000014	Acerv_evm.model.Segkk2310_pilon.6, Acerv_evm.model.Segkk581_pilon.3, Acerv_evm.model.Segkk4308_pilon.12	Montipora_capitata_PredGene_adi2mcaRNA29305_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA29305_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA29305_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA29305_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA29305_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA29305_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA29305_R9.t1
OG0000014	Acerv_evm.model.Segkk971_pilon.61	Montipora_capitata_PredGene_g39223.t1, Montipora_capitata_PredGene_g66339.t1, Montipora_capitata_PredGene_g7271.t1
OG0000014	Acerv_evm.model.Segkk1863_pilon.13, Acerv_evm.model.Segkk2122_pilon.18	Montipora_capitata_PredGene_g31613.t1, Montipora_capitata_PredGene_g44032.t1, Montipora_capitata_PredGene_g3293.t1, Montipora_capitata_PredGene_g8228.t1, Montipora_capitata_PredGene_g6221.t1
OG0000014	Acerv_evm.model.Segkk1863_pilon.12	Montipora_capitata_PredGene_g62648.t1, Montipora_capitata_PredGene_g6754.t1, Montipora_capitata_PredGene_g42053.t1
OG0000014	Acerv_evm.model.Segkk1281_pilon.2, Acerv_evm.model.Segkk2753_pilon.2, Acerv_evm.model.Segkk4201_pilon.24, Acerv_evm.model.Segkk1738_pilon.6, Acerv_evm.model.Segkk2851_pilon.8, Acerv_evm.model.Segkk243_pilon.5	Montipora_capitata_PredGene_g3357.t1
OG0000014	Acerv_evm.model.Segkk1436_pilon.15, Acerv_evm.model.Segkk4048_pilon.1	Montipora_capitata_PredGene_g24731.t1, Montipora_capitata_PredGene_adi2mcaRNA40399_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA33538_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA33538_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA33538_R4.t1
OG0000014	Acerv_evm.model.Segkk3741_pilon.16	Montipora_capitata_PredGene_adi2mcaRNA33794_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA33794_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA18263_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA14456_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA14456_R2.t1, Montipora_capitata_PredGene_g41338.t1, Montipora_capitata_PredGene_adi2mcaRNA12649_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA18263_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA18263_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA18263_R4.t1
OG0000014	Acerv_evm.model.Segkk3454_pilon.45	Montipora_capitata_PredGene_g71287.t1, Montipora_capitata_PredGene_g37249.t1, Montipora_capitata_PredGene_g43983.t1, Montipora_capitata_PredGene_g63303.t1, Montipora_capitata_PredGene_g35222.t1, Montipora_capitata_PredGene_g15234.t1
OG0000015	Acerv_evm.model.Segkk109_pilon.7	Montipora_capitata_PredGene_g3918.t1, Montipora_capitata_PredGene_g17856.t1, Montipora_capitata_PredGene_g71226.t1
OG0000015	Acerv_evm.model.Segkk2198_pilon.5	Montipora_capitata_PredGene_adi2mcaRNA4908_R5.t1
OG0000015	Acerv_evm.model.Segkk255_pilon.11	Montipora_capitata_PredGene_adi2mcaRNA11688_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA11688_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA11688_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA11688_R5.t1, Montipora_capitata_PredGene_g31023.t1
OG0000015	Acerv_evm.model.Segkk4327_pilon.23, Acerv_evm.model.Segkk2611_pilon.2, Acerv_evm.model.Segkk109_pilon.8	Montipora_capitata_PredGene_adi2mcaRNA33358_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA36098_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA28016_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA36238_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA28016_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA28016_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA28016_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA18093_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA18093_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA18093_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA18093_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA18093_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA29532_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA29532_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA4167_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA4167_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA5409_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA29532_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA28587_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA28587_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA28587_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA28587_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA32128_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA39280_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA39280_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA39280_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA11688_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA11688_R7.t1
OG0000015	Acerv_evm.model.Segkk547_pilon.5, Acerv_evm.model.Segkk3449_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA38622_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA38622_R0.t1
OG0000015	Acerv_evm.model.Segkk2534_pilon.6	Montipora_capitata_PredGene_g55487.t1, Montipora_capitata_PredGene_g13584.t1, Montipora_capitata_PredGene_g68546.t1
OG0000015	Acerv_evm.model.Segkk1347_pilon.4	Montipora_capitata_PredGene_adi2mcaRNA39281_R4.t1
OG0000015	Acerv_evm.model.Segkk2611_pilon.22, Acerv_evm.model.Segkk1937_pilon.3, Acerv_evm.model.Segkk3446_pilon.8, Acerv_evm.model.Segkk541_pilon.12, Acerv_evm.model.Segkk3048_pilon.7, Acerv_evm.model.Segkk1048_pilon.10	Montipora_capitata_PredGene_adi2mcaRNA39281_R6.t1
OG0000015	Acerv_evm.model.Segkk1117_pilon.2	Montipora_capitata_PredGene_g65679.t1
OG0000015	Acerv_evm.model.Segkk1280_pilon.12	Montipora_capitata_PredGene_adi2mcaRNA32128_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA32128_R8.t1, Montipora_capitata_PredGene_g44541.t1
OG0000016	Acerv_evm.model.Segkk3035_pilon.3, Acerv_evm.model.Segkk2794_pilon.2	Montipora_capitata_PredGene_g26282.t1
OG0000016	Acerv_evm.model.Segkk296_pilon.13	Montipora_capitata_PredGene_g21622.t1
OG0000016	Acerv_evm.model.Segkk3668_pilon.14, Acerv_evm.model.Segkk3668_pilon.12, Acerv_evm.model.Segkk3668_pilon.8, Acerv_evm.model.Segkk3668_pilon.4, Acerv_evm.model.Segkk3668_pilon.9	Montipora_capitata_PredGene_g56811.t1, Montipora_capitata_PredGene_adi2mcaRNA25482_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA25482_R7.t1, Montipora_capitata_PredGene_g54745.t1, Montipora_capitata_PredGene_g56802.t1, Montipora_capitata_PredGene_adi2mcaRNA39738_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA39738_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA39738_R0.t1, Montipora_capitata_PredGene_g9122.t1, Montipora_capitata_PredGene_g56837.t1, Montipora_capitata_PredGene_g39179.t1, Montipora_capitata_PredGene_g9121.t1, Montipora_capitata_PredGene_g39164.t1, Montipora_capitata_PredGene_g28872.t1
OG0000017	Acerv_evm.model.Segkk21_pilon.13	Montipora_capitata_PredGene_g25824.t1, Montipora_capitata_PredGene_g8799.t1
OG0000017	Acerv_evm.model.Segkk71_pilon.3, Acerv_evm.model.Segkk469_pilon.77	Montipora_capitata_PredGene_g42748.t1
OG0000017	Acerv_evm.model.Segkk1502_pilon.5, Acerv_evm.model.Segkk971_pilon.55, Acerv_evm.model.Segkk1380_pilon.13	Montipora_capitata_PredGene_adi2mcaRNA34881_R1.t1
OG0000017	Acerv_evm.model.Segkk3417_pilon.11, Acerv_evm.model.Segkk4189_pilon.1, Acerv_evm.model.Segkk1844_pilon.7, Acerv_evm.model.Segkk4273_pilon.2, Acerv_evm.model.Segkk2205_pilon.5	Montipora_capitata_PredGene_g53090.t1
OG0000017	Acerv_evm.model.Segkk126_pilon.30, Acerv_evm.model.Segkk2433_pilon.23	Montipora_capitata_PredGene_g31428.t1, Montipora_capitata_PredGene_g69436.t1, Montipora_capitata_PredGene_g19385.t1, Montipora_capitata_PredGene_g59654.t1, Montipora_capitata_PredGene_g52240.t1, Montipora_capitata_PredGene_g10909.t1, Montipora_capitata_PredGene_g51248.t1
OG0000017	Acerv_evm.model.Segkk3219_pilon.3	Montipora_capitata_PredGene_adi2mcaRNA26632_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA26632_R2.t1, Montipora_capitata_PredGene_g24310.t1
OG0000017	Acerv_evm.model.Segkk2529_pilon.12	Montipora_capitata_PredGene_g56557.t1
OG0000017	Acerv_evm.model.Segkk3633_pilon.12, Acerv_evm.model.Segkk3221_pilon.17, Acerv_evm.model.Segkk2308_pilon.3, Acerv_evm.model.Segkk643_pilon.20, Acerv_evm.model.Segkk1120_pilon.3, Acerv_evm.model.Segkk3633_pilon.9, Acerv_evm.model.Segkk4019_pilon.4, Acerv_evm.model.Segkk1884_pilon.6	Montipora_capitata_PredGene_adi2mcaRNA33542_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA33542_R3.t1
OG0000017	Acerv_evm.model.Segkk1280_pilon.10	Montipora_capitata_PredGene_g42747.t1
OG0000017	Acerv_evm.model.Segkk3431_pilon.24	Montipora_capitata_PredGene_adi2mcaRNA34014_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA34014_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA34014_R6.t1
OG0000017	Acerv_evm.model.Segkk1003_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA34014_R9.t1
OG0000017	Acerv_evm.model.Segkk3056_pilon.7	Montipora_capitata_PredGene_g11671.t1, Montipora_capitata_PredGene_g38385.t1, Montipora_capitata_PredGene_g1645.t1, Montipora_capitata_PredGene_g23763.t1, Montipora_capitata_PredGene_g13939.t1, Montipora_capitata_PredGene_g64547.t1, Montipora_capitata_PredGene_g15790.t1
OG0000017	Acerv_evm.model.Segkk926_pilon.2, Acerv_evm.model.Segkk2851_pilon.12, Acerv_evm.model.Segkk1170_pilon.1, Acerv_evm.model.Segkk971_pilon.69, Acerv_evm.model.Segkk1280_pilon.7	Montipora_capitata_PredGene_g31135.t1, Montipora_capitata_PredGene_g10701.t1, Montipora_capitata_PredGene_g63749.t1
OG0000018	Acerv_evm.model.Segkk3057_pilon.35	Montipora_capitata_PredGene_g1051.t1
OG0000018	Acerv_evm.model.Segkk1046_pilon.6, Acerv_evm.model.Segkk2061_pilon.10, Acerv_evm.model.Segkk3057_pilon.38, Acerv_evm.model.Segkk2410_pilon.26, Acerv_evm.model.Segkk123_pilon.16	Montipora_capitata_PredGene_g40642.t1, Montipora_capitata_PredGene_g65282.t1, Montipora_capitata_PredGene_g59288.t1, Montipora_capitata_PredGene_g61418.t1, Montipora_capitata_PredGene_g46497.t1
OG0000018	Acerv_evm.model.Segkk2578_pilon.53	Montipora_capitata_PredGene_g40812.t1
OG0000018	Acerv_evm.model.Segkk882_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA40504_R5.t1
OG0000018	Acerv_evm.model.Segkk601_pilon.5	Montipora_capitata_PredGene_adi2mcaRNA40969_R9.t1, Montipora_capitata_PredGene_g32607.t1, Montipora_capitata_PredGene_g29700.t1, Montipora_capitata_PredGene_g70397.t1, Montipora_capitata_PredGene_g46665.t1, Montipora_capitata_PredGene_adi2mcaRNA40969_R0.t1
OG0000018	Acerv_evm.model.Segkk1820_pilon.1, Acerv_evm.model.Segkk3753_pilon.4, Acerv_evm.model.Segkk1835_pilon.13, Acerv_evm.model.Segkk652_pilon.1, Acerv_evm.model.Segkk2574_pilon.11, Acerv_evm.model.Segkk3250_pilon.2, Acerv_evm.model.Segkk473_pilon.19	Montipora_capitata_PredGene_g60896.t1, Montipora_capitata_PredGene_g40563.t1
OG0000018	Acerv_evm.model.Segkk2853_pilon.8	Montipora_capitata_PredGene_g43881.t1, Montipora_capitata_PredGene_g55460.t1, Montipora_capitata_PredGene_g45340.t1, Montipora_capitata_PredGene_g34118.t1
OG0000018	Acerv_evm.model.Segkk535_pilon.3	Montipora_capitata_PredGene_g17276.t1, Montipora_capitata_PredGene_g65953.t1, Montipora_capitata_PredGene_g22044.t1, Montipora_capitata_PredGene_g63754.t1
OG0000018	Acerv_evm.model.Segkk971_pilon.8	Montipora_capitata_PredGene_g1465.t1, Montipora_capitata_PredGene_g52235.t1
OG0000018	Acerv_evm.model.Segkk2018_pilon.3, Acerv_evm.model.Segkk2978_pilon.32	Montipora_capitata_PredGene_g65834.t1, Montipora_capitata_PredGene_g45720.t1, Montipora_capitata_PredGene_g34768.t1, Montipora_capitata_PredGene_g55665.t1, Montipora_capitata_PredGene_g852.t1
OG0000018	Acerv_evm.model.Segkk2194_pilon.30, Acerv_evm.model.Segkk1112_pilon.2, Acerv_evm.model.Segkk942_pilon.1, Acerv_evm.model.Segkk389_pilon.54	Montipora_capitata_PredGene_g48022.t1, Montipora_capitata_PredGene_g32344.t1, Montipora_capitata_PredGene_g50232.t1, Montipora_capitata_PredGene_g62817.t1, Montipora_capitata_PredGene_g6091.t1, Montipora_capitata_PredGene_g16410.t1, Montipora_capitata_PredGene_g37073.t1, Montipora_capitata_PredGene_g21964.t1
OG0000018	Acerv_evm.model.Segkk3976_pilon.15, Acerv_evm.model.Segkk1728_pilon.9	Montipora_capitata_PredGene_g50313.t1, Montipora_capitata_PredGene_g51141.t1, Montipora_capitata_PredGene_g23340.t1, Montipora_capitata_PredGene_g59471.t1, Montipora_capitata_PredGene_g19351.t1
OG0000018	Acerv_evm.model.Segkk3223_pilon.8	Montipora_capitata_PredGene_adi2mcaRNA35085_R8.t1, Montipora_capitata_PredGene_g182.t1, Montipora_capitata_PredGene_g5628.t1, Montipora_capitata_PredGene_g13806.t1, Montipora_capitata_PredGene_g10718.t1, Montipora_capitata_PredGene_g64840.t1, Montipora_capitata_PredGene_g55467.t1, Montipora_capitata_PredGene_g177.t1, Montipora_capitata_PredGene_g64849.t1, Montipora_capitata_PredGene_g14356.t1, Montipora_capitata_PredGene_g19550.t1
OG0000019	Acerv_evm.model.Segkk2194_pilon.4	Montipora_capitata_PredGene_adi2mcaRNA5735_R1.t1
OG0000019	Acerv_evm.model.Segkk1871_pilon.5	Montipora_capitata_PredGene_g53366.t1, Montipora_capitata_PredGene_g14626.t1
OG0000019	Acerv_evm.model.Segkk1027_pilon.1	Montipora_capitata_PredGene_g16117.t1, Montipora_capitata_PredGene_g30413.t1, Montipora_capitata_PredGene_g16113.t1, Montipora_capitata_PredGene_adi2mcaRNA3652_R0.t1
OG0000019	Acerv_evm.model.Segkk2242_pilon.3, Acerv_evm.model.Segkk2242_pilon.2, Acerv_evm.model.Segkk2242_pilon.1, Acerv_evm.model.Segkk2242_pilon.4, Acerv_evm.model.Segkk2242_pilon.5	Montipora_capitata_PredGene_g8462.t1
OG0000019	Acerv_evm.model.Segkk1871_pilon.1, Acerv_evm.model.Segkk1871_pilon.6, Acerv_evm.model.Segkk1871_pilon.7	Montipora_capitata_PredGene_g11481.t1, Montipora_capitata_PredGene_g14627.t1, Montipora_capitata_PredGene_g53368.t1, Montipora_capitata_PredGene_g53370.t1, Montipora_capitata_PredGene_g16041.t1, Montipora_capitata_PredGene_g41473.t1, Montipora_capitata_PredGene_g11483.t1, Montipora_capitata_PredGene_g44905.t1, Montipora_capitata_PredGene_g11489.t1
OG0000019	Acerv_evm.model.Segkk985_pilon.9, Acerv_evm.model.Segkk985_pilon.10	Montipora_capitata_PredGene_g18912.t1, Montipora_capitata_PredGene_g44937.t1, Montipora_capitata_PredGene_g53373.t1
OG0000019	Acerv_evm.model.Segkk985_pilon.11	Montipora_capitata_PredGene_g18130.t1, Montipora_capitata_PredGene_g44898.t1, Montipora_capitata_PredGene_g44900.t1, Montipora_capitata_PredGene_g47250.t1
OG0000020	Acerv_evm.model.Segkk982_pilon.2, Acerv_evm.model.Segkk2410_pilon.18, Acerv_evm.model.Segkk731_pilon.3, Acerv_evm.model.Segkk3742_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA19784_R2.t1, Montipora_capitata_PredGene_g8806.t1, Montipora_capitata_PredGene_g44682.t1
OG0000020	Acerv_evm.model.Segkk555_pilon.25, Acerv_evm.model.Segkk555_pilon.20, Acerv_evm.model.Segkk555_pilon.32, Acerv_evm.model.Segkk1124_pilon.2, Acerv_evm.model.Segkk555_pilon.22, Acerv_evm.model.Segkk555_pilon.35	Montipora_capitata_PredGene_g12373.t1, Montipora_capitata_PredGene_adi2mcaRNA36969_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA19779_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA19789_R9.t1, Montipora_capitata_PredGene_g59270.t1
OG0000020	Acerv_evm.model.Segkk2514_pilon.3	Montipora_capitata_PredGene_g2470.t1
OG0000020	Acerv_evm.model.Segkk36_pilon.4, Acerv_evm.model.Segkk2719_pilon.1, Acerv_evm.model.Segkk3968_pilon.2, Acerv_evm.model.Segkk4305_pilon.6, Acerv_evm.model.Segkk4305_pilon.5, Acerv_evm.model.Segkk3568_pilon.1, Acerv_evm.model.Segkk36_pilon.5, Acerv_evm.model.Segkk1567_pilon.1, Acerv_evm.model.Segkk4305_pilon.1, Acerv_evm.model.Segkk4305_pilon.3, Acerv_evm.model.Segkk1389_pilon.6, Acerv_evm.model.Segkk4305_pilon.7, Acerv_evm.model.Segkk1932_pilon.19	Montipora_capitata_PredGene_adi2mcaRNA19778_R4.t1
OG0000021	Acerv_evm.model.Segkk3869_pilon.3, Acerv_evm.model.Segkk3869_pilon.8, Acerv_evm.model.Segkk721_pilon.1, Acerv_evm.model.Segkk721_pilon.4, Acerv_evm.model.Segkk721_pilon.3, Acerv_evm.model.Segkk1794_pilon.4, Acerv_evm.model.Segkk1794_pilon.5, Acerv_evm.model.Segkk721_pilon.2, Acerv_evm.model.Segkk777_pilon.2, Acerv_evm.model.Segkk469_pilon.24, Acerv_evm.model.Segkk469_pilon.23, Acerv_evm.model.Segkk469_pilon.18, Acerv_evm.model.Segkk469_pilon.35, Acerv_evm.model.Segkk2351_pilon.14, Acerv_evm.model.Segkk2351_pilon.15, Acerv_evm.model.Segkk2351_pilon.13, Acerv_evm.model.Segkk2351_pilon.12, Acerv_evm.model.Segkk2351_pilon.11	Montipora_capitata_PredGene_adi2mcaRNA15410_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA15410_R4.t1
OG0000021	Acerv_evm.model.Segkk1708_pilon.13, Acerv_evm.model.Segkk1708_pilon.16, Acerv_evm.model.Segkk1708_pilon.14, Acerv_evm.model.Segkk1708_pilon.15, Acerv_evm.model.Segkk3255_pilon.7	Montipora_capitata_PredGene_adi2mcaRNA12529_R0.t1
OG0000021	Acerv_evm.model.Segkk3549_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA2274_R2.t1
OG0000022	Acerv_evm.model.Segkk1003_pilon.10, Acerv_evm.model.Segkk1151_pilon.22, Acerv_evm.model.Segkk2770_pilon.4, Acerv_evm.model.Segkk3376_pilon.18, Acerv_evm.model.Segkk1151_pilon.27, Acerv_evm.model.Segkk1003_pilon.15, Acerv_evm.model.Segkk3999_pilon.16, Acerv_evm.model.Segkk2151_pilon.6, Acerv_evm.model.Segkk3376_pilon.14	Montipora_capitata_PredGene_g23342.t1, Montipora_capitata_PredGene_g69226.t1, Montipora_capitata_PredGene_g69199.t1, Montipora_capitata_PredGene_g69253.t1, Montipora_capitata_PredGene_g29027.t1, Montipora_capitata_PredGene_g58708.t1
OG0000023	Acerv_evm.model.Segkk3376_pilon.12, Acerv_evm.model.Segkk3999_pilon.19, Acerv_evm.model.Segkk1151_pilon.29, Acerv_evm.model.Segkk1003_pilon.16, Acerv_evm.model.Segkk2264_pilon.13, Acerv_evm.model.Segkk2151_pilon.8, Acerv_evm.model.Segkk2050_pilon.15, Acerv_evm.model.Segkk2477_pilon.5	Montipora_capitata_PredGene_g71332.t1
OG0000023	Acerv_evm.model.Segkk324_pilon.1	Montipora_capitata_PredGene_g69306.t1, Montipora_capitata_PredGene_g69307.t1, Montipora_capitata_PredGene_g69317.t1, Montipora_capitata_PredGene_g68031.t1, Montipora_capitata_PredGene_g60595.t1, Montipora_capitata_PredGene_g5244.t1, Montipora_capitata_PredGene_g56065.t1
OG0000024	Acerv_evm.model.Segkk2493_pilon.3, Acerv_evm.model.Segkk2493_pilon.4, Acerv_evm.model.Segkk2493_pilon.6, Acerv_evm.model.Segkk2493_pilon.5, Acerv_evm.model.Segkk2493_pilon.7	Montipora_capitata_PredGene_g57115.t1
OG0000024	Acerv_evm.model.Segkk2493_pilon.2	Montipora_capitata_PredGene_g57111.t1, Montipora_capitata_PredGene_g57110.t1
OG0000024	Acerv_evm.model.Segkk3029_pilon.7	Montipora_capitata_PredGene_g10917.t1, Montipora_capitata_PredGene_g17293.t1, Montipora_capitata_PredGene_g54971.t1
