Orthogroup	Acerv_assembly_v1.0.protein	Montipora_capitata_HIv2.genes.pep
OG0010339	Acerv_evm.model.Segkk432_pilon.7	Montipora_capitata_PredGene_g49847.t1
OG0010340	Acerv_evm.model.Segkk432_pilon.8	Montipora_capitata_PredGene_g49846.t1
OG0010341	Acerv_evm.model.Segkk434_pilon.9	Montipora_capitata_PredGene_g1930.t1
OG0010342	Acerv_evm.model.Segkk434_pilon.8	Montipora_capitata_PredGene_adi2mcaRNA15384_R0.t1
OG0010343	Acerv_evm.model.Segkk434_pilon.6	Montipora_capitata_PredGene_g1926.t1
OG0010344	Acerv_evm.model.Segkk435_pilon.36	Montipora_capitata_PredGene_g48002.t1
OG0010345	Acerv_evm.model.Segkk435_pilon.35	Montipora_capitata_PredGene_g48003.t1
OG0010346	Acerv_evm.model.Segkk435_pilon.12	Montipora_capitata_PredGene_g25284.t1
OG0010347	Acerv_evm.model.Segkk435_pilon.16	Montipora_capitata_PredGene_g25277.t1
OG0010348	Acerv_evm.model.Segkk435_pilon.19	Montipora_capitata_PredGene_g25268.t1
OG0010349	Acerv_evm.model.Segkk437_pilon.1	Montipora_capitata_PredGene_g36066.t1
OG0010350	Acerv_evm.model.Segkk437_pilon.2	Montipora_capitata_PredGene_g33213.t1
OG0010351	Acerv_evm.model.Segkk437_pilon.3	Montipora_capitata_PredGene_g33214.t1
OG0010352	Acerv_evm.model.Segkk438_pilon.17	Montipora_capitata_PredGene_g29241.t1
OG0010353	Acerv_evm.model.Segkk438_pilon.14	Montipora_capitata_PredGene_g29223.t1
OG0010354	Acerv_evm.model.Segkk438_pilon.13	Montipora_capitata_PredGene_g29224.t1
OG0010355	Acerv_evm.model.Segkk438_pilon.9	Montipora_capitata_PredGene_g29228.t1
OG0010356	Acerv_evm.model.Segkk438_pilon.3	Montipora_capitata_PredGene_g29233.t1
OG0010357	Acerv_evm.model.Segkk438_pilon.6	Montipora_capitata_PredGene_g29230.t1
OG0010358	Acerv_evm.model.Segkk438_pilon.25	Montipora_capitata_PredGene_g29253.t1
OG0010359	Acerv_evm.model.Segkk438_pilon.20	Montipora_capitata_PredGene_g29244.t1
OG0010360	Acerv_evm.model.Segkk439_pilon.9	Montipora_capitata_PredGene_g28246.t1
OG0010361	Acerv_evm.model.Segkk440_pilon.1	Montipora_capitata_PredGene_g10824.t1
OG0010362	Acerv_evm.model.Segkk441_pilon.9	Montipora_capitata_PredGene_g17590.t1
OG0010363	Acerv_evm.model.Segkk441_pilon.8	Montipora_capitata_PredGene_g56790.t1
OG0010364	Acerv_evm.model.Segkk441_pilon.16	Montipora_capitata_PredGene_g246.t1
OG0010365	Acerv_evm.model.Segkk441_pilon.15	Montipora_capitata_PredGene_g243.t1
OG0010366	Acerv_evm.model.Segkk442_pilon.8	Montipora_capitata_PredGene_g30555.t1
OG0010367	Acerv_evm.model.Segkk442_pilon.15	Montipora_capitata_PredGene_g30577.t1
OG0010368	Acerv_evm.model.Segkk447_pilon.2	Montipora_capitata_PredGene_g8500.t1
OG0010369	Acerv_evm.model.Segkk447_pilon.4	Montipora_capitata_PredGene_g8494.t1
OG0010370	Acerv_evm.model.Segkk449_pilon.6	Montipora_capitata_PredGene_g35871.t1
OG0010371	Acerv_evm.model.Segkk463_pilon.42	Montipora_capitata_PredGene_g70150.t1
OG0010372	Acerv_evm.model.Segkk463_pilon.31	Montipora_capitata_PredGene_g5073.t1
OG0010373	Acerv_evm.model.Segkk463_pilon.32	Montipora_capitata_PredGene_g5072.t1
OG0010375	Acerv_evm.model.Segkk464_pilon.33	Montipora_capitata_PredGene_g41666.t1
OG0010376	Acerv_evm.model.Segkk464_pilon.35	Montipora_capitata_PredGene_g41663.t1
OG0010377	Acerv_evm.model.Segkk464_pilon.37	Montipora_capitata_PredGene_g41661.t1
OG0010378	Acerv_evm.model.Segkk464_pilon.39	Montipora_capitata_PredGene_g41657.t1
OG0010379	Acerv_evm.model.Segkk464_pilon.16	Montipora_capitata_PredGene_g8373.t1
OG0010380	Acerv_evm.model.Segkk464_pilon.15	Montipora_capitata_PredGene_g8374.t1
OG0010381	Acerv_evm.model.Segkk464_pilon.13	Montipora_capitata_PredGene_g8376.t1
OG0010382	Acerv_evm.model.Segkk464_pilon.19	Montipora_capitata_PredGene_g8371.t1
OG0010383	Acerv_evm.model.Segkk464_pilon.27	Montipora_capitata_PredGene_g41674.t1
OG0010384	Acerv_evm.model.Segkk469_pilon.45	Montipora_capitata_PredGene_g57596.t1
OG0010384	Acerv_evm.model.Segkk469_pilon.46, Acerv_evm.model.Segkk842_pilon.4	Montipora_capitata_PredGene_g24545.t1, Montipora_capitata_PredGene_g24546.t1
OG0010385	Acerv_evm.model.Segkk469_pilon.40	Montipora_capitata_PredGene_g25553.t1, Montipora_capitata_PredGene_g10038.t1
OG0010386	Acerv_evm.model.Segkk3641_pilon.31, Acerv_evm.model.Segkk469_pilon.70	Montipora_capitata_PredGene_adi2mcaRNA10211_R5.t1
OG0010387	Acerv_evm.model.Segkk470_pilon.4	Montipora_capitata_PredGene_g65829.t1
OG0010388	Acerv_evm.model.Segkk470_pilon.3	Montipora_capitata_PredGene_g65828.t1
OG0010389	Acerv_evm.model.Segkk470_pilon.12	Montipora_capitata_PredGene_g63376.t1
OG0010390	Acerv_evm.model.Segkk470_pilon.10	Montipora_capitata_PredGene_adi2mcaRNA908_R1.t1
OG0010391	Acerv_evm.model.Segkk470_pilon.16	Montipora_capitata_PredGene_g63384.t1, Montipora_capitata_PredGene_adi2mcaRNA916_R2.t1
OG0010392	Acerv_evm.model.Segkk470_pilon.15	Montipora_capitata_PredGene_g63379.t1
OG0010393	Acerv_evm.model.Segkk470_pilon.31	Montipora_capitata_PredGene_g49636.t1
OG0010394	Acerv_evm.model.Segkk470_pilon.37	Montipora_capitata_PredGene_g49624.t1
OG0010395	Acerv_evm.model.Segkk470_pilon.38	Montipora_capitata_PredGene_g49623.t1
OG0010396	Acerv_evm.model.Segkk470_pilon.26	Montipora_capitata_PredGene_g49644.t1
OG0010397	Acerv_evm.model.Segkk470_pilon.21	Montipora_capitata_PredGene_g63386.t1
OG0010398	Acerv_evm.model.Segkk471_pilon.2	Montipora_capitata_PredGene_g55310.t1
OG0010399	Acerv_evm.model.Segkk471_pilon.3	Montipora_capitata_PredGene_g50403.t1, Montipora_capitata_PredGene_g55311.t1
OG0010400	Acerv_evm.model.Segkk473_pilon.2	Montipora_capitata_PredGene_g48067.t1
OG0010401	Acerv_evm.model.Segkk473_pilon.7	Montipora_capitata_PredGene_g48061.t1
OG0010402	Acerv_evm.model.Segkk476_pilon.14	Montipora_capitata_PredGene_g16207.t1
OG0010403	Acerv_evm.model.Segkk476_pilon.8	Montipora_capitata_PredGene_g61968.t1
OG0010404	Acerv_evm.model.Segkk1513_pilon.5, Acerv_evm.model.Segkk2404_pilon.2, Acerv_evm.model.Segkk3057_pilon.36, Acerv_evm.model.Segkk477_pilon.11, Acerv_evm.model.Segkk2212_pilon.3	Montipora_capitata_PredGene_g60098.t1
OG0010405	Acerv_evm.model.Segkk478_pilon.6	Montipora_capitata_PredGene_g27904.t1
OG0010406	Acerv_evm.model.Segkk478_pilon.5	Montipora_capitata_PredGene_g27905.t1
OG0010407	Acerv_evm.model.Segkk478_pilon.12	Montipora_capitata_PredGene_g27890.t1
OG0010408	Acerv_evm.model.Segkk487_pilon.7	Montipora_capitata_PredGene_g45559.t1
OG0010409	Acerv_evm.model.Segkk487_pilon.3	Montipora_capitata_PredGene_adi2mcaRNA24210_R0.t1
OG0010410	Acerv_evm.model.Segkk487_pilon.9	Montipora_capitata_PredGene_g45557.t1
OG0010411	Acerv_evm.model.Segkk487_pilon.12	Montipora_capitata_PredGene_g45554.t1
OG0010412	Acerv_evm.model.Segkk487_pilon.8	Montipora_capitata_PredGene_g45558.t1
OG0010413	Acerv_evm.model.Segkk487_pilon.20	Montipora_capitata_PredGene_g45539.t1
OG0010414	Acerv_evm.model.Segkk488_pilon.2	Montipora_capitata_PredGene_g48861.t1
OG0010415	Acerv_evm.model.Segkk488_pilon.3	Montipora_capitata_PredGene_g48860.t1
OG0010416	Acerv_evm.model.Segkk1551_pilon.12, Acerv_evm.model.Segkk490_pilon.1	Montipora_capitata_PredGene_g33253.t1
OG0010417	Acerv_evm.model.Segkk490_pilon.2, Acerv_evm.model.Segkk1551_pilon.11	Montipora_capitata_PredGene_g33254.t1
OG0010418	Acerv_evm.model.Segkk494_pilon.3	Montipora_capitata_PredGene_g18066.t1, Montipora_capitata_PredGene_g12746.t1, Montipora_capitata_PredGene_g40564.t1, Montipora_capitata_PredGene_g39251.t1
OG0010419	Acerv_evm.model.Segkk496_pilon.1	Montipora_capitata_PredGene_g64052.t1
OG0010421	Acerv_evm.model.Segkk503_pilon.6	Montipora_capitata_PredGene_g17212.t1
OG0010422	Acerv_evm.model.Segkk503_pilon.10	Montipora_capitata_PredGene_adi2mcaRNA26165_R0.t1
OG0010423	Acerv_evm.model.Segkk503_pilon.11	Montipora_capitata_PredGene_g53448.t1
OG0010424	Acerv_evm.model.Segkk3464_pilon.3, Acerv_evm.model.Segkk510_pilon.1	Montipora_capitata_PredGene_g57263.t1
OG0010424	Acerv_evm.model.Segkk842_pilon.25	Montipora_capitata_PredGene_g50172.t1
OG0010425	Acerv_evm.model.Segkk512_pilon.1	Montipora_capitata_PredGene_g5056.t1
OG0010426	Acerv_evm.model.Segkk515_pilon.18	Montipora_capitata_PredGene_g32246.t1
OG0010427	Acerv_evm.model.Segkk515_pilon.14	Montipora_capitata_PredGene_g32238.t1
OG0010428	Acerv_evm.model.Segkk518_pilon.1	Montipora_capitata_PredGene_g8116.t1
OG0010429	Acerv_evm.model.Segkk524_pilon.10	Montipora_capitata_PredGene_g34628.t1
OG0010430	Acerv_evm.model.Segkk524_pilon.13	Montipora_capitata_PredGene_g34624.t1
OG0010431	Acerv_evm.model.Segkk524_pilon.12	Montipora_capitata_PredGene_g34625.t1
OG0010432	Acerv_evm.model.Segkk524_pilon.17	Montipora_capitata_PredGene_g34619.t1
OG0010433	Acerv_evm.model.Segkk524_pilon.23	Montipora_capitata_PredGene_g34610.t1
OG0010434	Acerv_evm.model.Segkk524_pilon.8	Montipora_capitata_PredGene_g34630.t1
OG0010435	Acerv_evm.model.Segkk524_pilon.4	Montipora_capitata_PredGene_g36823.t1
OG0010436	Acerv_evm.model.Segkk524_pilon.6	Montipora_capitata_PredGene_g36825.t1
OG0010437	Acerv_evm.model.Segkk524_pilon.72	Montipora_capitata_PredGene_adi2mcaRNA1896_R0.t1
OG0010438	Acerv_evm.model.Segkk524_pilon.32	Montipora_capitata_PredGene_g34603.t1
OG0010439	Acerv_evm.model.Segkk524_pilon.31	Montipora_capitata_PredGene_g34604.t1
OG0010440	Acerv_evm.model.Segkk524_pilon.37	Montipora_capitata_PredGene_adi2mcaRNA7677_R0.t1
OG0010441	Acerv_evm.model.Segkk524_pilon.36	Montipora_capitata_PredGene_g34598.t1
OG0010443	Acerv_evm.model.Segkk524_pilon.34	Montipora_capitata_PredGene_g34600.t1
OG0010444	Acerv_evm.model.Segkk524_pilon.39	Montipora_capitata_PredGene_adi2mcaRNA7671_R0.t1
OG0010445	Acerv_evm.model.Segkk539_pilon.2	Montipora_capitata_PredGene_g44607.t1
OG0010446	Acerv_evm.model.Segkk541_pilon.8	Montipora_capitata_PredGene_g13160.t1
OG0010447	Acerv_evm.model.Segkk541_pilon.9	Montipora_capitata_PredGene_g13159.t1
OG0010448	Acerv_evm.model.Segkk541_pilon.6	Montipora_capitata_PredGene_g1133.t1
OG0010449	Acerv_evm.model.Segkk541_pilon.7	Montipora_capitata_PredGene_g13161.t1
OG0010450	Acerv_evm.model.Segkk541_pilon.14	Montipora_capitata_PredGene_g31752.t1
OG0010451	Acerv_evm.model.Segkk543_pilon.14	Montipora_capitata_PredGene_g14810.t1
OG0010452	Acerv_evm.model.Segkk543_pilon.18	Montipora_capitata_PredGene_g55840.t1
OG0010453	Acerv_evm.model.Segkk547_pilon.3	Montipora_capitata_PredGene_g35350.t1
OG0010453	Acerv_evm.model.Segkk553_pilon.3	Montipora_capitata_PredGene_g46754.t1, Montipora_capitata_PredGene_g16727.t1, Montipora_capitata_PredGene_g56834.t1
OG0010454	Acerv_evm.model.Segkk549_pilon.10	Montipora_capitata_PredGene_g58157.t1
OG0010455	Acerv_evm.model.Segkk549_pilon.3	Montipora_capitata_PredGene_g58164.t1
OG0010456	Acerv_evm.model.Segkk549_pilon.4	Montipora_capitata_PredGene_g58163.t1
OG0010457	Acerv_evm.model.Segkk549_pilon.5	Montipora_capitata_PredGene_g58162.t1
OG0010458	Acerv_evm.model.Segkk551_pilon.4	Montipora_capitata_PredGene_g25173.t1
OG0010459	Acerv_evm.model.Segkk551_pilon.3	Montipora_capitata_PredGene_g25172.t1
OG0010460	Acerv_evm.model.Segkk4039_pilon.27, Acerv_evm.model.Segkk2017_pilon.4, Acerv_evm.model.Segkk673_pilon.13, Acerv_evm.model.Segkk552_pilon.23, Acerv_evm.model.Segkk642_pilon.49	Montipora_capitata_PredGene_g64651.t1
OG0010461	Acerv_evm.model.Segkk552_pilon.22	Montipora_capitata_PredGene_g23198.t1
OG0010462	Acerv_evm.model.Segkk552_pilon.19	Montipora_capitata_PredGene_g23211.t1
OG0010463	Acerv_evm.model.Segkk552_pilon.15	Montipora_capitata_PredGene_adi2mcaRNA37618_R0.t1
OG0010464	Acerv_evm.model.Segkk555_pilon.3	Montipora_capitata_PredGene_adi2mcaRNA24936_R1.t1
OG0010465	Acerv_evm.model.Segkk555_pilon.2	Montipora_capitata_PredGene_g71440.t1
OG0010466	Acerv_evm.model.Segkk555_pilon.50	Montipora_capitata_PredGene_g50847.t1
OG0010467	Acerv_evm.model.Segkk555_pilon.52	Montipora_capitata_PredGene_g50849.t1
OG0010468	Acerv_evm.model.Segkk556_pilon.2	Montipora_capitata_PredGene_g21554.t1
OG0010469	Acerv_evm.model.Segkk558_pilon.2	Montipora_capitata_PredGene_g61314.t1
OG0010470	Acerv_evm.model.Segkk573_pilon.4	Montipora_capitata_PredGene_g24052.t1
OG0010471	Acerv_evm.model.Segkk576_pilon.4	Montipora_capitata_PredGene_g21745.t1
OG0010472	Acerv_evm.model.Segkk576_pilon.6	Montipora_capitata_PredGene_g21743.t1
OG0010473	Acerv_evm.model.Segkk576_pilon.2	Montipora_capitata_PredGene_g21750.t1
OG0010474	Acerv_evm.model.Segkk577_pilon.12	Montipora_capitata_PredGene_g42656.t1
OG0010475	Acerv_evm.model.Segkk577_pilon.8	Montipora_capitata_PredGene_g23101.t1
OG0010476	Acerv_evm.model.Segkk578_pilon.6	Montipora_capitata_PredGene_g64465.t1
OG0010477	Acerv_evm.model.Segkk578_pilon.4	Montipora_capitata_PredGene_g64463.t1
OG0010478	Acerv_evm.model.Segkk580_pilon.23	Montipora_capitata_PredGene_g34965.t1
OG0010479	Acerv_evm.model.Segkk580_pilon.7	Montipora_capitata_PredGene_adi2mcaRNA36766_R0.t1
OG0010480	Acerv_evm.model.Segkk580_pilon.3	Montipora_capitata_PredGene_g34983.t1
OG0010481	Acerv_evm.model.Segkk580_pilon.2	Montipora_capitata_PredGene_g34984.t1
OG0010482	Acerv_evm.model.Segkk580_pilon.28	Montipora_capitata_PredGene_g34971.t1
OG0010483	Acerv_evm.model.Segkk580_pilon.25	Montipora_capitata_PredGene_g34966.t1
OG0010484	Acerv_evm.model.Segkk580_pilon.21	Montipora_capitata_PredGene_g34959.t1
OG0010485	Acerv_evm.model.Segkk580_pilon.18	Montipora_capitata_PredGene_g34995.t1
OG0010486	Acerv_evm.model.Segkk581_pilon.61	Montipora_capitata_PredGene_g52747.t1
OG0010487	Acerv_evm.model.Segkk581_pilon.62	Montipora_capitata_PredGene_g52743.t1
OG0010488	Acerv_evm.model.Segkk581_pilon.56	Montipora_capitata_PredGene_g52752.t1
OG0010490	Acerv_evm.model.Segkk582_pilon.3	Montipora_capitata_PredGene_g61152.t1
OG0010491	Acerv_evm.model.Segkk583_pilon.7	Montipora_capitata_PredGene_g46145.t1
OG0010492	Acerv_evm.model.Segkk583_pilon.12	Montipora_capitata_PredGene_g46142.t1
OG0010493	Acerv_evm.model.Segkk583_pilon.10	Montipora_capitata_PredGene_g46143.t1
OG0010494	Acerv_evm.model.Segkk584_pilon.9	Montipora_capitata_PredGene_g48358.t1
OG0010496	Acerv_evm.model.Segkk584_pilon.21	Montipora_capitata_PredGene_g48388.t1
OG0010497	Acerv_evm.model.Segkk584_pilon.14	Montipora_capitata_PredGene_g48377.t1
OG0010498	Acerv_evm.model.Segkk584_pilon.10	Montipora_capitata_PredGene_g48360.t1
OG0010499	Acerv_evm.model.Segkk585_pilon.3	Montipora_capitata_PredGene_g67646.t1
OG0010500	Acerv_evm.model.Segkk585_pilon.1	Montipora_capitata_PredGene_g67648.t1
OG0010501	Acerv_evm.model.Segkk586_pilon.1	Montipora_capitata_PredGene_g60899.t1
OG0010502	Acerv_evm.model.Segkk4323_pilon.6, Acerv_evm.model.Segkk587_pilon.1, Acerv_evm.model.Segkk2133_pilon.2, Acerv_evm.model.Segkk1281_pilon.32	Montipora_capitata_PredGene_g18951.t1
OG0010503	Acerv_evm.model.Segkk588_pilon.9	Montipora_capitata_PredGene_g28991.t1
OG0010505	Acerv_evm.model.Segkk588_pilon.6	Montipora_capitata_PredGene_g28984.t1
OG0010506	Acerv_evm.model.Segkk588_pilon.4	Montipora_capitata_PredGene_g28318.t1
OG0010507	Acerv_evm.model.Segkk596_pilon.1	Montipora_capitata_PredGene_g64384.t1, Montipora_capitata_PredGene_g64375.t1, Montipora_capitata_PredGene_g33850.t1, Montipora_capitata_PredGene_g21835.t1
OG0010508	Acerv_evm.model.Segkk599_pilon.1	Montipora_capitata_PredGene_g58072.t1
OG0010509	Acerv_evm.model.Segkk603_pilon.1	Montipora_capitata_PredGene_g25180.t1
OG0010510	Acerv_evm.model.Segkk604_pilon.13, Acerv_evm.model.Segkk1365_pilon.2	Montipora_capitata_PredGene_g38696.t1
OG0010511	Acerv_evm.model.Segkk604_pilon.5	Montipora_capitata_PredGene_g43269.t1
OG0010512	Acerv_evm.model.Segkk607_pilon.8	Montipora_capitata_PredGene_g48489.t1
OG0010513	Acerv_evm.model.Segkk607_pilon.7	Montipora_capitata_PredGene_g48490.t1
OG0010514	Acerv_evm.model.Segkk607_pilon.5	Montipora_capitata_PredGene_g48492.t1
OG0010515	Acerv_evm.model.Segkk607_pilon.4	Montipora_capitata_PredGene_g48493.t1
OG0010516	Acerv_evm.model.Segkk607_pilon.10	Montipora_capitata_PredGene_g48486.t1
OG0010517	Acerv_evm.model.Segkk2969_pilon.3, Acerv_evm.model.Segkk684_pilon.1	Montipora_capitata_PredGene_g5332.t1
OG0010517	Acerv_evm.model.Segkk609_pilon.2	Montipora_capitata_PredGene_g5333.t1
OG0010518	Acerv_evm.model.Segkk611_pilon.11	Montipora_capitata_PredGene_g12785.t1
OG0010519	Acerv_evm.model.Segkk611_pilon.12	Montipora_capitata_PredGene_g4384.t1
OG0010520	Acerv_evm.model.Segkk611_pilon.6	Montipora_capitata_PredGene_g8792.t1
OG0010521	Acerv_evm.model.Segkk611_pilon.5	Montipora_capitata_PredGene_g8791.t1
OG0010522	Acerv_evm.model.Segkk612_pilon.1, Acerv_evm.model.Segkk613_pilon.5	Montipora_capitata_PredGene_g45144.t1
OG0010523	Acerv_evm.model.Segkk4217_pilon.9, Acerv_evm.model.Segkk647_pilon.4, Acerv_evm.model.Segkk617_pilon.2	Montipora_capitata_PredGene_g46913.t1, Montipora_capitata_PredGene_g26615.t1
OG0010524	Acerv_evm.model.Segkk618_pilon.3	Montipora_capitata_PredGene_g51839.t1
OG0010526	Acerv_evm.model.Segkk625_pilon.4	Montipora_capitata_PredGene_g31781.t1
OG0010527	Acerv_evm.model.Segkk625_pilon.2	Montipora_capitata_PredGene_g31783.t1
OG0010528	Acerv_evm.model.Segkk625_pilon.1	Montipora_capitata_PredGene_g31784.t1
OG0010529	Acerv_evm.model.Segkk630_pilon.7	Montipora_capitata_PredGene_g6356.t1
OG0010530	Acerv_evm.model.Segkk630_pilon.8	Montipora_capitata_PredGene_g29386.t1
OG0010531	Acerv_evm.model.Segkk631_pilon.2	Montipora_capitata_PredGene_g17763.t1
OG0010532	Acerv_evm.model.Segkk634_pilon.2	Montipora_capitata_PredGene_g39030.t1
OG0010533	Acerv_evm.model.Segkk637_pilon.17	Montipora_capitata_PredGene_g3421.t1
OG0010534	Acerv_evm.model.Segkk639_pilon.2	Montipora_capitata_PredGene_g46705.t1
OG0010535	Acerv_evm.model.Segkk640_pilon.1	Montipora_capitata_PredGene_g39146.t1
OG0010536	Acerv_evm.model.Segkk641_pilon.7	Montipora_capitata_PredGene_adi2mcaRNA30800_R1.t1
OG0010537	Acerv_evm.model.Segkk641_pilon.6	Montipora_capitata_PredGene_g65333.t1
OG0010538	Acerv_evm.model.Segkk641_pilon.1	Montipora_capitata_PredGene_g37837.t1
OG0010539	Acerv_evm.model.Segkk641_pilon.32	Montipora_capitata_PredGene_g58536.t1
OG0010540	Acerv_evm.model.Segkk641_pilon.31	Montipora_capitata_PredGene_g58535.t1
OG0010541	Acerv_evm.model.Segkk641_pilon.37	Montipora_capitata_PredGene_g58546.t1
OG0010542	Acerv_evm.model.Segkk641_pilon.47	Montipora_capitata_PredGene_g25823.t1
OG0010543	Acerv_evm.model.Segkk1394_pilon.15, Acerv_evm.model.Segkk641_pilon.45, Acerv_evm.model.Segkk1868_pilon.18, Acerv_evm.model.Segkk3050_pilon.12, Acerv_evm.model.Segkk4327_pilon.30	Montipora_capitata_PredGene_g16679.t1
OG0010544	Acerv_evm.model.Segkk641_pilon.11	Montipora_capitata_PredGene_adi2mcaRNA30795_R1.t1
OG0010545	Acerv_evm.model.Segkk641_pilon.15	Montipora_capitata_PredGene_g65346.t1
OG0010546	Acerv_evm.model.Segkk641_pilon.21	Montipora_capitata_PredGene_g7144.t1
OG0010547	Acerv_evm.model.Segkk642_pilon.38	Montipora_capitata_PredGene_g66869.t1
OG0010548	Acerv_evm.model.Segkk642_pilon.2	Montipora_capitata_PredGene_g61996.t1
OG0010549	Acerv_evm.model.Segkk642_pilon.3	Montipora_capitata_PredGene_g61997.t1
OG0010550	Acerv_evm.model.Segkk642_pilon.1	Montipora_capitata_PredGene_g61995.t1
OG0010551	Acerv_evm.model.Segkk642_pilon.20	Montipora_capitata_PredGene_adi2mcaRNA13226_R0.t1
OG0010552	Acerv_evm.model.Segkk642_pilon.23	Montipora_capitata_PredGene_g66866.t1
OG0010553	Acerv_evm.model.Segkk642_pilon.10	Montipora_capitata_PredGene_g6558.t1
OG0010554	Acerv_evm.model.Segkk645_pilon.11	Montipora_capitata_PredGene_g33242.t1
OG0010555	Acerv_evm.model.Segkk645_pilon.10	Montipora_capitata_PredGene_g33241.t1
OG0010556	Acerv_evm.model.Segkk645_pilon.1	Montipora_capitata_PredGene_g33235.t1
OG0010557	Acerv_evm.model.Segkk645_pilon.3	Montipora_capitata_PredGene_g33237.t1
OG0010558	Acerv_evm.model.Segkk645_pilon.2	Montipora_capitata_PredGene_g33236.t1
OG0010559	Acerv_evm.model.Segkk647_pilon.3	Montipora_capitata_PredGene_g69881.t1
OG0010560	Acerv_evm.model.Segkk650_pilon.13	Montipora_capitata_PredGene_g1478.t1, Montipora_capitata_PredGene_g32218.t1, Montipora_capitata_PredGene_g39105.t1
OG0010561	Acerv_evm.model.Segkk653_pilon.1	Montipora_capitata_PredGene_g4178.t1
OG0010562	Acerv_evm.model.Segkk653_pilon.2	Montipora_capitata_PredGene_g4179.t1
OG0010563	Acerv_evm.model.Segkk1039_pilon.2, Acerv_evm.model.Segkk1859_pilon.8, Acerv_evm.model.Segkk656_pilon.9	Montipora_capitata_PredGene_g7126.t1
OG0010564	Acerv_evm.model.Segkk658_pilon.3	Montipora_capitata_PredGene_g47021.t1
OG0010565	Acerv_evm.model.Segkk658_pilon.5	Montipora_capitata_PredGene_g47015.t1
OG0010566	Acerv_evm.model.Segkk662_pilon.5	Montipora_capitata_PredGene_g43272.t1
OG0010567	Acerv_evm.model.Segkk662_pilon.6	Montipora_capitata_PredGene_g43271.t1
OG0010569	Acerv_evm.model.Segkk663_pilon.4	Montipora_capitata_PredGene_adi2mcaRNA5211_R0.t1
OG0010571	Acerv_evm.model.Segkk663_pilon.11	Montipora_capitata_PredGene_g54413.t1
OG0010572	Acerv_evm.model.Segkk663_pilon.10	Montipora_capitata_PredGene_g54412.t1
OG0010573	Acerv_evm.model.Segkk666_pilon.8	Montipora_capitata_PredGene_g58524.t1, Montipora_capitata_PredGene_g16088.t1
OG0010575	Acerv_evm.model.Segkk669_pilon.20	Montipora_capitata_PredGene_adi2mcaRNA24089_R0.t1
OG0010576	Acerv_evm.model.Segkk669_pilon.9	Montipora_capitata_PredGene_g48685.t1
OG0010577	Acerv_evm.model.Segkk669_pilon.8	Montipora_capitata_PredGene_g48686.t1
OG0010578	Acerv_evm.model.Segkk669_pilon.1	Montipora_capitata_PredGene_g48693.t1
OG0010579	Acerv_evm.model.Segkk669_pilon.10	Montipora_capitata_PredGene_g48684.t1
OG0010580	Acerv_evm.model.Segkk669_pilon.19	Montipora_capitata_PredGene_g56478.t1
OG0010582	Acerv_evm.model.Segkk670_pilon.21	Montipora_capitata_PredGene_g16338.t1
OG0010583	Acerv_evm.model.Segkk671_pilon.6	Montipora_capitata_PredGene_g24371.t1
OG0010584	Acerv_evm.model.Segkk671_pilon.7	Montipora_capitata_PredGene_g24372.t1
OG0010585	Acerv_evm.model.Segkk671_pilon.12	Montipora_capitata_PredGene_g24375.t1
OG0010586	Acerv_evm.model.Segkk672_pilon.2	Montipora_capitata_PredGene_g20806.t1
OG0010587	Acerv_evm.model.Segkk672_pilon.6	Montipora_capitata_PredGene_g644.t1
OG0010588	Acerv_evm.model.Segkk673_pilon.14	Montipora_capitata_PredGene_g17706.t1
OG0010589	Acerv_evm.model.Segkk673_pilon.15	Montipora_capitata_PredGene_adi2mcaRNA5721_R0.t1
OG0010590	Acerv_evm.model.Segkk673_pilon.16	Montipora_capitata_PredGene_g17703.t1
OG0010591	Acerv_evm.model.Segkk673_pilon.3	Montipora_capitata_PredGene_g49295.t1
OG0010592	Acerv_evm.model.Segkk673_pilon.6	Montipora_capitata_PredGene_adi2mcaRNA23232_R0.t1
OG0010593	Acerv_evm.model.Segkk673_pilon.7	Montipora_capitata_PredGene_g49301.t1
OG0010594	Acerv_evm.model.Segkk673_pilon.4	Montipora_capitata_PredGene_g49296.t1
OG0010595	Acerv_evm.model.Segkk674_pilon.4	Montipora_capitata_PredGene_g58391.t1
OG0010596	Acerv_evm.model.Segkk675_pilon.8	Montipora_capitata_PredGene_g10400.t1
OG0010597	Acerv_evm.model.Segkk677_pilon.12	Montipora_capitata_PredGene_g54020.t1
OG0010598	Acerv_evm.model.Segkk677_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA29886_R0.t1
OG0010599	Acerv_evm.model.Segkk677_pilon.1	Montipora_capitata_PredGene_g43808.t1
OG0010600	Acerv_evm.model.Segkk683_pilon.2	Montipora_capitata_PredGene_g28085.t1
OG0010601	Acerv_evm.model.Segkk685_pilon.1	Montipora_capitata_PredGene_g21763.t1
OG0010602	Acerv_evm.model.Segkk687_pilon.17	Montipora_capitata_PredGene_g9361.t1
OG0010603	Acerv_evm.model.Segkk1768_pilon.5, Acerv_evm.model.Segkk687_pilon.14	Montipora_capitata_PredGene_g7690.t1
OG0010604	Acerv_evm.model.Segkk687_pilon.8, Acerv_evm.model.Segkk687_pilon.9, Acerv_evm.model.Segkk687_pilon.7	Montipora_capitata_PredGene_g53320.t1, Montipora_capitata_PredGene_g8897.t1
