,gene_id,length
17467,LOC110048784,4487
17474,LOC110048756,5694
17481,LOC110048683,27205
17508,LOC110048571,20754
17521,LOC110048571,20754
17546,LOC110048534,18901
17565,LOC110048545,9275
17581,LOC110048450,14904
17625,LOC110048554,30880
17668,LOC110048714,7962
17682,LOC110048740,953
17688,LOC110048729,3399
17696,LOC110048439,1565
17718,LOC110048811,680
17728,LOC110048819,7173
17742,LOC110048831,9436
17758,LOC110048923,23732
17782,LOC110048923,21645
17804,LOC110048923,21645
17829,LOC110048857,8291
17843,LOC110048947,3587
17851,LOC110048947,3586
17862,LOC110048870,6622
17880,LOC110048882,31703
17903,LOC110048998,2961
17912,LOC110048998,2961
17924,LOC110048890,901
17932,LOC110048900,1392
17936,LOC110048961,28328
17952,LOC110048961,28088
17966,LOC110048961,20910
17979,LOC110048984,1746
17987,LOC110048912,1317
17996,LOC110049642,1919
18011,LOC110050066,19835
18018,LOC110050044,12394
18022,LOC110050044,9587
18028,LOC110050044,9587
18034,LOC110050078,20730
18042,LOC110050078,19006
18050,LOC110050078,15015
18058,LOC110050078,7221
18066,LOC110049651,4574
18078,LOC110050286,3648
18083,LOC110049252,2483
18089,LOC110050296,3321
18093,LOC110049110,6830
18098,LOC110049110,6830
18103,LOC110050367,2457
18129,LOC110049176,12586
18136,LOC110049176,11095
18152,LOC110049673,53960
18268,LOC110049265,4349
18277,LOC110049989,42273
18374,LOC110049216,4835
18386,LOC110049898,3053
18392,LOC110049883,20058
18436,LOC110049883,20058
18481,LOC110050409,3082
18485,LOC110050238,11994
18496,LOC110049302,4874
18507,LOC110049302,3309
18519,LOC110049275,16762
18545,LOC110049683,11677
18573,LOC110049285,7971
18580,LOC110049285,7967
18588,LOC110050277,3500
18598,LOC110050035,11101
18608,LOC110050018,14392
18617,LOC110050018,5645
18627,LOC110049691,2019
18635,LOC110049700,2019
18643,LOC110049199,5041
18654,LOC110049199,3957
18664,LOC110049370,5041
18675,LOC110049370,3957
18685,LOC110049329,23682
18726,LOC110049329,19675
18768,LOC110049386,3140
18775,LOC110049386,1501
18781,LOC110049348,10547
18795,LOC110049358,2915
18801,LOC110050388,6015
18807,LOC110050335,10030
18887,LOC110049414,6745
18907,LOC110049708,17354
18937,LOC110049719,17580
18998,LOC110049403,4402
19019,LOC110050195,7147
19027,LOC110050222,9257
19039,LOC110050230,14345
19067,LOC110050324,14063
19085,LOC110049730,3908
19093,LOC110049735,7521
19101,LOC110050247,1491
19105,LOC110050257,425
19109,LOC110050268,1328
19113,LOC110049744,40153
19159,LOC110049751,380
19163,LOC110049137,5194
19173,LOC110050157,4966
19185,LOC110050139,12665
19212,LOC110050139,12632
19240,LOC110049064,3925
19250,LOC110050346,3355
19254,LOC110049762,3272
19276,LOC110049036,2727
19288,LOC110049024,6093
19308,LOC110049771,5004
19316,LOC110050204,20598
19328,LOC110050399,5837
19334,LOC110049146,17129
19369,LOC110049156,1584
19373,LOC110049165,4027
19378,LOC110049790,4536
19396,LOC110050168,16952
19401,LOC110050168,14919
19405,LOC110050168,5320
19409,LOC110050168,4510
19414,LOC110049478,16419
19434,LOC110049478,16419
19454,LOC110049451,13760
19478,LOC110049451,11958
19500,LOC110049451,11957
19524,LOC110049451,9887
19548,LOC110049504,9280
19566,LOC110049515,6193
19571,LOC110049515,6193
19576,LOC110049515,6193
19580,LOC110049515,4642
19585,LOC110049515,4642
19590,LOC110049515,4642
19595,LOC110049800,7153
19605,LOC110049917,8346
19627,LOC110049907,8230
19636,LOC110050104,30431
19656,LOC110050104,30431
19677,LOC110050119,1054
19685,LOC110049599,2287
19695,LOC110049589,5629
19705,LOC110049554,12142
19711,LOC110049554,11869
19717,LOC110049554,11788
19724,LOC110049579,3203
19740,LOC110050215,5045
19745,LOC110049624,3923
19750,LOC110049624,3923
19756,LOC110049809,20322
19798,LOC110049615,1133
19802,LOC110049820,17922
19851,LOC110049086,3649
19860,LOC110049086,3647
19870,LOC110049075,3337
19878,LOC110050128,2891
19883,LOC110050357,2705
19891,LOC110050007,7111
19903,LOC110049928,42934
19931,LOC110049928,40915
19959,LOC110049928,36748
19987,LOC110049928,34643
20016,LOC110049928,26514
20044,LOC110049928,20908
20072,LOC110049928,19255
20100,LOC110049928,19253
20128,LOC110049928,19252
20159,LOC110049997,18927
20189,LOC110050377,13100
20211,LOC110049832,10607
20230,LOC110049866,6875
20246,LOC110049849,7821
20268,LOC110049842,1805
20274,LOC110049857,8281
20293,LOC110050573,3190
20298,LOC110050563,1265
20306,LOC110050428,3607
20311,LOC110050512,18785
20366,LOC110050512,18785
20423,LOC110050512,18324
20479,LOC110050512,15620
20527,LOC110050438,11885
20548,LOC110050438,11885
20567,LOC110050438,11001
20590,LOC110050552,15283
20628,LOC110050478,8694
20638,LOC110050467,4428
20647,LOC110050541,12595
20659,LOC110050456,11726
20668,LOC110050491,1066
20681,LOC110050859,2967
20690,LOC110050603,1789
20707,LOC110050832,1203
20717,LOC110050813,21329
20736,LOC110050813,14822
20756,LOC110050801,5676
20763,LOC110050840,4920
20770,LOC110050707,646
20777,LOC110050719,23606
20785,LOC110050719,23605
20795,LOC110050719,11547
20803,LOC110050719,10585
20810,LOC110050719,40112
20819,LOC110050719,39041
20828,LOC110050719,23568
20837,LOC110050719,39040
20846,LOC110050719,23569
20856,LOC110050719,15837
20865,LOC110050625,12824
20872,LOC110050636,12893
20880,LOC110050646,9546
20892,LOC110050615,2164
20896,LOC110050849,1534
20900,LOC110050868,18647
20906,LOC110050664,960
20914,LOC110050675,10226
20922,LOC110050764,2158
20926,LOC110050774,9753
20939,LOC110050774,10557
20955,LOC110050790,2722
20959,LOC110050592,1382
20969,LOC110050894,2911
20979,LOC110050883,2878
20998,LOC110050914,835
21014,LOC110051123,31463
21044,LOC110051527,7246
21065,LOC110051527,6187
21089,LOC110051091,9378
21115,LOC110051586,35670
21134,LOC110051595,4062
21144,LOC110051604,973
21150,LOC110051299,18771
21166,LOC110051174,29372
21207,LOC110051174,23610
21246,LOC110051174,23609
21287,LOC110051174,21460
21324,LOC110051508,5345
21331,LOC110050967,4240
21345,LOC110051290,7352
21363,LOC110051280,3095
21369,LOC110051265,7022
21384,LOC110051265,6682
21400,LOC110051258,12498
21432,LOC110051309,15554
21496,LOC110051517,22665
21518,LOC110051158,37600
21539,LOC110051158,22651
21560,LOC110051158,11093
21582,LOC110051622,3588
21588,LOC110051474,33067
21612,LOC110051632,8560
21634,LOC110051320,21788
21652,LOC110050990,23503
21676,LOC110050980,4667
21680,LOC110051497,3168
21684,LOC110051485,1735
21688,LOC110051330,26831
21732,LOC110051659,8974
21747,LOC110050947,3137
21753,LOC110050932,7096
21770,LOC110050932,7095
21788,LOC110051250,4384
21798,LOC110051234,17243
21828,LOC110051234,17243
21859,LOC110051216,14368
21866,LOC110051216,14368
21881,LOC110051102,2687
21888,LOC110051348,15362
21902,LOC110051642,3403
21913,LOC110051642,3101
21925,LOC110051356,1869
21935,LOC110051574,7153
21948,LOC110051574,7153
21964,LOC110051206,11491
21998,LOC110051196,5422
22010,LOC110051036,5016
22018,LOC110051015,2989
22022,LOC110051026,9332
22038,LOC110051367,9304
22050,LOC110051378,12036
22068,LOC110051387,42010
22160,LOC110051076,3291
22173,LOC110051058,4597
22181,LOC110051067,4289
22189,LOC110051399,9051
22215,LOC110051409,7965
22231,LOC110051046,38411
22301,LOC110051421,1997
22311,LOC110051432,1698
22319,LOC110051443,43405
22427,LOC110051668,8564
22433,LOC110051546,2302
22438,LOC110051143,7800
22453,LOC110051143,7685
22468,LOC110051127,14612
22487,LOC110051127,14612
22512,LOC110051453,12255
22526,LOC110051463,1737
22544,LOC110051676,3596
22566,LOC110051687,1832
22581,LOC110051708,37091
22589,LOC110051740,23762
22607,LOC110051697,2207
22611,LOC110051794,8562
22616,LOC110051794,8562
22621,LOC110051794,2840
22626,LOC110051794,2840
22631,LOC110051794,2840
22637,LOC110051770,2851
22650,LOC110051717,156325
22665,LOC110051717,147335
22680,LOC110051717,35859
22692,LOC110051781,3487
22712,LOC110051845,31857
22806,LOC110052016,31288
22856,LOC110052016,31250
22908,LOC110051961,6195
22922,LOC110051961,5238
22936,LOC110052071,5373
22949,LOC110052082,3623
22955,LOC110052005,8071
22969,LOC110052121,1990
22973,LOC110052104,2547
22977,LOC110051933,3630
22983,LOC110051894,3308
22989,LOC110051909,4630
22996,LOC110051856,10121
23002,LOC110051863,21915
23020,LOC110051873,344
23029,LOC110051978,35667
23105,LOC110051914,5063
23121,LOC110051952,6532
23129,LOC110051835,2191
23133,LOC110052033,10307
23148,LOC110052033,8749
23166,LOC110052093,2521
23170,LOC110052061,1912
23182,LOC110051883,22127
23206,LOC110052181,3609
23223,LOC110052165,21883
23237,LOC110052165,21882
23253,LOC110052140,8713
23268,LOC110052140,8713
23283,LOC110052140,6653
23297,LOC110051989,50468
23316,LOC110051989,50468
23334,LOC110052130,3263
23354,LOC110051942,4959
23363,LOC110052220,705
23386,LOC110052354,976
23392,LOC110052269,1008
23403,LOC110052230,6170
23407,LOC110052413,1828
23412,LOC110052413,1827
23417,LOC110052413,1685
23423,LOC110052280,9899
23438,LOC110052305,8973
23448,LOC110052316,359
23452,LOC110052324,93467
23483,LOC110052381,2083
23488,LOC110052381,2083
23494,LOC110052333,4747
23507,LOC110052433,1574
23537,LOC110052469,1085
23541,LOC110052502,513
23545,LOC110052491,629
23549,LOC110052480,664
23556,LOC110052543,107832
23609,LOC110052609,813
23615,LOC110052554,4715
23629,LOC110052581,2676
23641,LOC110052590,4368
23656,LOC110052563,8690
23666,LOC110052830,8938
23694,LOC110052572,3641
23704,LOC110052600,1222
23711,LOC110052837,22979
23745,LOC110052847,13541
23772,LOC110052523,6484
23788,LOC110053131,3468
23799,LOC110053119,13602
23809,LOC110052858,7757
23818,LOC110052757,5513
23837,LOC110052757,5513
23854,LOC110052757,5513
23874,LOC110052805,1488
23879,LOC110052805,10497
23888,LOC110052869,15153
23913,LOC110052780,10375
23919,LOC110052793,5656
23939,LOC110052793,5381
23963,LOC110052820,12063
23970,LOC110052880,18773
23984,LOC110052535,1789
23990,LOC110052891,6443
23996,LOC110053212,46415
24011,LOC110053233,15897
24033,LOC110053220,4099
24041,LOC110053201,3182
24045,LOC110052902,12808
24071,LOC110052709,16199
24079,LOC110053141,11527
24100,LOC110053250,9646
24107,LOC110053154,5065
24121,LOC110052920,17208
24140,LOC110053043,5707
24148,LOC110053043,5707
24157,LOC110053025,13119
24165,LOC110053025,7934
24177,LOC110053059,1499
24181,LOC110052930,25191
24201,LOC110052626,4225
24208,LOC110052647,3778
24215,LOC110052636,6301
24222,LOC110052941,2607
24226,LOC110052952,10161
24252,LOC110052675,1241
24256,LOC110052685,13736
24266,LOC110052965,4362
24278,LOC110052974,4732
24290,LOC110052986,3265
24306,LOC110052513,4567
24316,LOC110053181,4687
24324,LOC110053191,3729
24330,LOC110052721,27372
24335,LOC110052721,16007
24339,LOC110052721,15352
24343,LOC110052721,6762
24348,LOC110052748,5625
24357,LOC110053085,13666
24390,LOC110053085,19194
24434,LOC110052993,1838
24438,LOC110053004,2011
24442,LOC110053170,2434
24446,LOC110053161,2671
24450,LOC110053101,2510
24454,LOC110053111,2689
24458,LOC110053015,4498
24462,LOC110052694,3229
24466,LOC110052699,1943
24470,LOC110052667,1905
24474,LOC110052657,40661
24534,LOC110053260,1118
24547,LOC110053440,9120
24562,LOC110053440,9119
24578,LOC110053281,12816
24597,LOC110053290,10697
24615,LOC110053425,10472
24622,LOC110053425,9565
24629,LOC110053415,16954
24647,LOC110053311,958
24653,LOC110053339,1116
24657,LOC110053348,3121
24661,LOC110053405,6914
24671,LOC110053485,4797
24687,LOC110053506,5827
24694,LOC110053457,21233
24705,LOC110053457,12818
24716,LOC110053457,12818
24728,LOC110053516,2168
24734,LOC110053495,2569
24742,LOC110053476,4031
24750,LOC110053360,19213
24786,LOC110053360,19212
24820,LOC110053360,19212
24857,LOC110053384,5405
24871,LOC110053395,1681
24879,LOC110053321,530
24883,LOC110053328,3467
24895,LOC110053299,9998
24906,LOC110053527,8070
24920,LOC110053527,7242
24933,LOC110053527,7242
24947,LOC110053546,2103
24959,LOC110053567,3468
24970,LOC110053567,1629
24982,LOC110053581,5205
24990,LOC110053590,6426
25003,LOC110053631,13746
25014,LOC110053641,14808
25027,LOC110053641,14808
25043,LOC110053658,4302
25052,LOC110053658,4302
25077,LOC110053611,84663
25110,LOC110053611,84662
25155,LOC110053778,6236
25161,LOC110054324,3212
25165,LOC110054534,3212
25169,LOC110054036,91431
25182,LOC110053986,144415
25222,LOC110053986,144415
25264,LOC110053986,144414
25306,LOC110053986,103574
25341,LOC110054015,1935
25345,LOC110054047,2726
25351,LOC110054105,43235
25387,LOC110054024,17243
25397,LOC110054314,12645
25411,LOC110053711,7524
25416,LOC110053711,4859
25421,LOC110053726,31250
25477,LOC110053726,31088
25534,LOC110054404,3083
25538,LOC110053958,59478
25558,LOC110053948,1839
25564,LOC110053977,4508
25574,LOC110053967,26598
25582,LOC110054502,3369
25593,LOC110054115,9238
25601,LOC110054545,12782
25613,LOC110054545,12782
25625,LOC110054545,5463
25637,LOC110054545,5463
25650,LOC110054184,10637
25667,LOC110054303,18949
25694,LOC110054127,1916
25704,LOC110054342,7077
25717,LOC110054342,4915
25729,LOC110054137,46414
25861,LOC110053742,978
25867,LOC110054147,2357
25873,LOC110054156,22129
25909,LOC110054166,12436
25931,LOC110053920,21251
25975,LOC110053920,21251
26020,LOC110053935,9765
26025,LOC110054176,13617
26041,LOC110054189,4483
26052,LOC110054207,19053
26060,LOC110054481,2070
26068,LOC110054217,2362
26072,LOC110054447,9629
26077,LOC110054227,1607
26081,LOC110054237,2799
26093,LOC110054513,3554
26104,LOC110054513,3550
26115,LOC110054513,3541
26127,LOC110054064,4092
26135,LOC110054243,24190
26207,LOC110054252,821
26211,LOC110054421,4997
26221,LOC110053889,5560
26228,LOC110053900,5700
26236,LOC110053867,26142
26243,LOC110053867,8797
26250,LOC110053867,5763
26258,LOC110053911,1095
26262,LOC110054260,17632
26290,LOC110054270,6130
26303,LOC110054277,10124
26310,LOC110053700,10186
26328,LOC110054286,15612
26346,LOC110054085,11185
26356,LOC110054075,24928
26412,LOC110054095,2259
26418,LOC110054358,3845
26426,LOC110053692,4189
26436,LOC110053763,3237
26444,LOC110054294,35387
26482,LOC110053851,7154
26502,LOC110053860,3096
26506,LOC110054387,18836
26517,LOC110054387,4967
26527,LOC110054369,8551
26533,LOC110054369,8290
26539,LOC110054333,2946
26545,LOC110053685,3072
26553,LOC110053809,60367
26572,LOC110053809,20850
26592,LOC110053842,776
26600,LOC110053834,54979
26611,LOC110053787,21913
26656,LOC110053787,21913
26701,LOC110053787,21912
26747,LOC110053826,5415
26756,LOC110053752,1311
26764,LOC110054411,1239
26776,LOC110054641,9417
26800,LOC110054624,4947
26813,LOC110054624,4771
26824,LOC110054614,6798
26838,LOC110054598,8960
26852,LOC110054598,8628
26866,LOC110054568,15139
26879,LOC110054568,12493
26894,LOC110054568,9417
26907,LOC110054568,9417
26924,LOC110054651,21741
26976,LOC110054807,3823
26990,LOC110054662,6372
27004,LOC110054730,4624
27008,LOC110054858,26008
27025,LOC110054858,14193
27041,LOC110054858,13185
27059,LOC110054816,3417
27071,LOC110054827,6437
27093,LOC110054796,3093
27105,LOC110054671,7446
27125,LOC110054681,2116
27135,LOC110054877,3074
27141,LOC110054838,3861
27149,LOC110054849,853
27159,LOC110054699,2059
27167,LOC110054898,2891
27172,LOC110054889,887
27176,LOC110054710,15216
27193,LOC110054739,8333
27197,LOC110054739,2706
27202,LOC110054768,771
27206,LOC110054760,2234
27212,LOC110054720,27146
27221,LOC110054780,13089
27230,LOC110054780,13089
27253,LOC110055145,9005
27262,LOC110055483,2253
27266,LOC110054974,5811
27283,LOC110054974,5719
27300,LOC110055609,4118
27305,LOC110055531,7142
27310,LOC110055255,26370
27334,LOC110055422,6947
27355,LOC110055422,6947
27374,LOC110055422,6822
27391,LOC110055464,1877
27397,LOC110055454,5890
27437,LOC110055368,35634
27463,LOC110055368,29346
27489,LOC110055368,27062
27515,LOC110055368,22348
27541,LOC110055368,22348
27567,LOC110055368,21976
27593,LOC110055368,19564
27619,LOC110055368,11474
27646,LOC110055444,7235
27669,LOC110055088,19125
27701,LOC110054909,6271
27709,LOC110054909,5662
27719,LOC110055098,9910
27736,LOC110055098,8926
27751,LOC110055114,10972
27775,LOC110055039,4129
27781,LOC110055023,4266
27787,LOC110055023,3711
27793,LOC110055207,35482
27800,LOC110055207,11087
27807,LOC110055207,11086
27814,LOC110055207,1379
27820,LOC110055236,4050
27827,LOC110055236,4039
27833,LOC110055278,11887
27855,LOC110054945,5916
27867,LOC110054945,5916
27878,LOC110054945,5142
27896,LOC110055185,2536
27904,LOC110055158,14576
27920,LOC110055158,9776
27936,LOC110055174,5856
27948,LOC110055290,7960
27956,LOC110055600,14845
27972,LOC110055300,893
27976,LOC110055309,13015
27984,LOC110054992,11408
27998,LOC110055319,2220
28011,LOC110055519,25484
28017,LOC110055002,4300
28028,LOC110055329,4065
28040,LOC110055340,3470
28066,LOC110055246,1346
28072,LOC110055124,4884
28080,LOC110055060,12250
28113,LOC110055060,11591
28142,LOC110055078,5355
28152,LOC110055049,18059
28180,LOC110055350,10630
28190,LOC110055493,6671
28198,LOC110055493,6671
28206,LOC110055493,6671
28214,LOC110055493,6670
28222,LOC110055359,27473
28262,LOC110054926,21024
28288,LOC110055589,4980
28296,LOC110055572,13154
28323,LOC110055572,12965
28349,LOC110055013,5255
28355,LOC110055134,13773
28399,LOC110055973,1456
28413,LOC110055770,2322
28418,LOC110056135,3625
28422,LOC110055995,5814
28445,LOC110056014,8873
28457,LOC110055825,4434
28471,LOC110055849,11058
28493,LOC110055836,2460
28501,LOC110056024,1071
28513,LOC110055620,12885
28520,LOC110055620,8906
28527,LOC110055620,6476
28534,LOC110055657,4655
28540,LOC110055962,2628
28544,LOC110055760,2123
28548,LOC110055915,2052
28552,LOC110055924,3156
28560,LOC110055703,2670
28568,LOC110055646,2746
28572,LOC110055665,5926
28578,LOC110055665,3461
28584,LOC110055751,3317
28590,LOC110056047,35855
28622,LOC110055726,7883
28636,LOC110055726,7883
28649,LOC110055741,2317
28653,LOC110056146,4393
28662,LOC110056055,29629
28725,LOC110055680,7496
28738,LOC110055680,5378
28752,LOC110056065,869
28758,LOC110055782,12669
28780,LOC110055788,2000
28788,LOC110056076,6125
28804,LOC110055799,10936
28837,LOC110055799,10936
28871,LOC110056087,13311
28909,LOC110055814,1614
